building_facade		0.07188233	0.12267991	0.10605329	0.1499064	0.1447038	0.15349124	0.12790126	0.14975266	0.15841655	0.14696865	0.15108478	0.14908531	0.16880956	0.14681458	0.11941312	0.11107316	0.14854483	0.17028067	0.14522956	0.12820113	0.1208716	0.11970008	0.13185887	0.12303273	0.0818382	0.076548	0.09779749	0.10662918	0.12319693	0.11281516	0.12536222	0.12570783	0.12671344	0.12359086	0.13083827	0.10785764	0.10236219	0.11547394	0.13663423	0.10483663	0.1105317	0.11132978	0.11608186	0.12917373	0.1276995	0.10685016	0.09873187	0.10967397	0.10207944	0.1096561	0.13047619	0.12914386	0.13169205	0.14437336	0.15302221	0.15252547	0.15507078	0.140523	0.1334825	0.12329271	0.14646265	0.13898161	0.14128137	0.15024586	0.14483318	0.14354517	0.14159334	0.14364733	0.13280796	0.13757204	0.13399331	0.13077323	0.11735889	0.13044569	0.13473806	0.12758435	0.10447095	0.11795974	0.10936505	0.11163288	0.11656637	0.11877303	0.119115	0.11080513	0.11500932	0.10545567	0.09869883	0.08140334	0.09725995	0.11670574	0.1105725	0.11950134	0.1141031	0.1335626	0.12085726	0.12359535	0.13160527	0.13260078	0.12699018	0.14248197	0.13381238	0.12254069	0.12480206	0.11874115	0.1283524	0.12773375	0.13449447	0.131381	0.13569906	0.13851154	0.13311869	0.13491786	0.14808632	0.1438164	0.13868083	0.13191052	0.13249432	0.11739569	0.12257475	0.14105658	0.13916363	0.1389046	0.13482067	0.13956547	0.13737017	0.13446213	0.1204477	0.12093119	0.11460619	0.11967672	0.10555622	0.11548575	0.1180473	0.13158858	0.1495376	0.15002352	0.10422224	0.08008285	0.09933697	0.0896281	0.09892721	0.1179717	0.09982523	0.09701806	0.11011025	0.11025	0.10933464	0.11523088	0.10052755	0.10610446	0.1052148	0.10093696	0.09457203	0.07106429	0.07986744	0.08033876	0.08920711	0.07553264	0.09647273	0.08276699	0.10502499	0.11969502	0.0881044	0.09818222	0.08493292	0.08695769	0.07194255	0.06739376	0.07220931	0.0754702	0.06966784	0.0946352	0.09052622	0.09594066	0.11829434	0.10293613	0.09398219	0.08163102	0.07388886	0.07868613	0.07506905	0.07360177	0.0807391	0.07944182	0.06691317	0.07383323	0.0879763	0.0912528	0.0824794	0.08538072	0.08860856
restaurant_patio		1.9978E-4	3.1131E-4	1.8571E-4	1.3907E-4	2.5439E-4	4.0486E-4	5.2401E-4	3.4695E-4	5.3205E-4	6.0073E-4	4.2176E-4	5.2062E-4	3.9261E-4	4.9782E-4	6.8095E-4	6.4526E-4	3.4829E-4	2.783E-4	5.6058E-4	6.3755E-4	3.3373E-4	3.0203E-4	3.6656E-4	3.4062E-4	4.7455E-4	6.2596E-4	6.4759E-4	4.0043E-4	4.225E-4	4.3233E-4	5.3004E-4	4.79E-4	4.1354E-4	5.5884E-4	7.1498E-4	7.1928E-4	9.3283E-4	3.7971E-4	7.9042E-4	5.4459E-4	6.4292E-4	8.9192E-4	0.00103965	8.0899E-4	5.1391E-4	8.2598E-4	8.9146E-4	0.00112899	0.00141481	0.0014733	0.00110171	0.00141298	0.0031448	0.00273842	0.00160196	0.00223779	0.00140261	8.6577E-4	7.9242E-4	9.9147E-4	9.0039E-4	0.0011327	0.00109359	9.6598E-4	8.1415E-4	0.00113514	5.8651E-4	7.1469E-4	8.978E-4	8.2747E-4	6.9792E-4	9.2913E-4	0.0010294	0.0012157	0.00126967	0.00163759	0.00104189	0.00119961	0.0012209	0.00160371	0.00124686	0.00142002	0.00109424	9.5258E-4	0.0013545	0.00139668	0.00127655	0.00171103	0.00170195	0.00101273	0.00127269	0.00131585	0.00126258	0.00125013	0.00140863	0.00170203	0.00133666	0.00141434	0.00161442	0.00100922	9.9754E-4	0.00153416	0.0015121	0.00152194	0.00137761	0.0017843	0.00174914	0.00226673	0.00217475	0.00214559	0.00268482	0.00214731	0.00181669	0.00160292	0.0023922	0.00167879	0.0017172	0.00180459	0.00160248	0.00137899	9.7315E-4	7.3845E-4	6.0158E-4	4.2279E-4	6.2486E-4	6.4445E-4	9.8393E-4	0.00108651	8.5875E-4	8.8567E-4	8.3146E-4	8.9573E-4	5.1167E-4	5.9467E-4	5.2907E-4	5.9707E-4	9.5657E-4	7.5177E-4	5.6333E-4	7.3171E-4	4.9283E-4	7.5204E-4	6.8073E-4	5.9397E-4	5.5578E-4	7.9066E-4	7.9359E-4	7.6907E-4	9.678E-4	7.8834E-4	0.00101004	7.8672E-4	5.7374E-4	9.7202E-4	9.7521E-4	7.8736E-4	7.047E-4	9.2828E-4	0.00108002	8.9357E-4	0.00115304	0.00100958	0.00155985	0.00173323	0.002282	0.00112107	8.8679E-4	6.1044E-4	5.299E-4	5.4196E-4	5.2518E-4	3.8606E-4	3.3051E-4	4.6975E-4	5.3187E-4	0.0012402	0.0011684	8.6815E-4	0.00187994	0.00176666	0.00117735	9.2488E-4	0.00103175	0.00113132	9.1786E-4	0.0010549	6.7597E-4	7.3049E-4	9.232E-4	9.7098E-4	0.00119996
airport_terminal		3.073E-5	4.406E-5	2.77E-5	4.31E-5	4.389E-5	8.785E-5	3.0989E-4	1.5577E-4	9.651E-5	1.4316E-4	1.0288E-4	1.0424E-4	1.2779E-4	1.0617E-4	9.279E-5	7.886E-5	8.985E-5	7.589E-5	1.4717E-4	1.0013E-4	8.406E-5	2.1237E-4	1.9267E-4	1.1068E-4	1.0901E-4	8.453E-5	8.628E-5	5.653E-5	7.386E-5	9.932E-5	1.2519E-4	1.2209E-4	2.4077E-4	5.943E-5	7.242E-5	5.805E-5	8.298E-5	4.166E-5	5.424E-5	5.815E-5	1.0688E-4	6.953E-5	3.6132E-4	9.838E-5	7.512E-5	6.052E-5	5.191E-5	7.186E-5	5.23E-5	6.625E-5	4.82E-5	4.92E-5	6.17E-5	8.327E-5	4.889E-5	8.335E-5	4.88E-5	3.174E-5	5.98E-5	4.682E-5	4.169E-5	5.008E-5	4.544E-5	5.327E-5	5.183E-5	4.911E-5	5.545E-5	4.964E-5	5.338E-5	4.246E-5	4.304E-5	4.767E-5	5.049E-5	6.19E-5	5.994E-5	9.184E-5	7.382E-5	6.421E-5	9.081E-5	9.741E-5	6.653E-5	6.238E-5	6.988E-5	8.096E-5	8.299E-5	8.831E-5	1.0118E-4	1.3389E-4	1.4101E-4	1.3427E-4	1.7838E-4	1.9699E-4	1.5806E-4	1.6151E-4	1.4914E-4	1.806E-4	1.8433E-4	2.3584E-4	2.1961E-4	2.3835E-4	2.7108E-4	3.0981E-4	3.6199E-4	3.5273E-4	3.3853E-4	2.6436E-4	2.9371E-4	2.9473E-4	2.394E-4	2.5278E-4	1.9164E-4	2.076E-4	2.149E-4	3.1749E-4	2.9438E-4	3.4276E-4	3.1752E-4	2.8907E-4	2.3317E-4	3.0017E-4	2.5253E-4	2.0809E-4	1.6463E-4	2.6088E-4	2.4421E-4	1.488E-4	1.5928E-4	2.9208E-4	3.3957E-4	3.0095E-4	2.6449E-4	1.5887E-4	1.1877E-4	1.5037E-4	1.231E-4	1.502E-4	1.3826E-4	1.0258E-4	1.135E-4	1.3259E-4	1.1247E-4	1.6149E-4	1.9572E-4	2.3302E-4	2.2461E-4	2.4501E-4	1.6653E-4	1.205E-4	1.1404E-4	1.0776E-4	1.2206E-4	7.18E-5	8.579E-5	8.344E-5	5.613E-5	5.135E-5	9.891E-5	7.737E-5	9.111E-5	7.653E-5	6.393E-5	6.352E-5	8.834E-5	1.0017E-4	1.1674E-4	5.769E-5	5.575E-5	6.325E-5	5.608E-5	4.793E-5	6.803E-5	9.403E-5	1.3501E-4	4.853E-5	7.827E-5	7.36E-5	8.007E-5	7.926E-5	1.679E-4	1.3658E-4	7.019E-5	7.137E-5	6.046E-5	9.041E-5	8.571E-5	5.262E-5	3.091E-5	7.148E-5	6.009E-5	5.866E-5	5.318E-5
cafeteria		1.881E-5	2.065E-5	1.324E-5	1.056E-5	1.716E-5	4.121E-5	5.815E-5	7.263E-5	7.343E-5	8.362E-5	8.791E-5	8.392E-5	7.949E-5	9.274E-5	1.1735E-4	7.99E-5	4.051E-5	3.083E-5	6.146E-5	3.244E-5	2.539E-5	4.159E-5	5.168E-5	4.133E-5	5.373E-5	5.386E-5	5.744E-5	5.17E-5	4.51E-5	5.282E-5	5.074E-5	4.084E-5	5.002E-5	3.981E-5	6.233E-5	5.477E-5	5.994E-5	5.427E-5	5.697E-5	4.879E-5	4.48E-5	3.168E-5	3.962E-5	4.761E-5	2.75E-5	4.673E-5	6.182E-5	7.893E-5	7.467E-5	8.413E-5	4.98E-5	4.466E-5	6.768E-5	6.907E-5	4.396E-5	9.41E-5	3.753E-5	2.87E-5	2.982E-5	3.16E-5	2.847E-5	3.655E-5	3.87E-5	3.225E-5	3.118E-5	3.983E-5	3.885E-5	4.029E-5	3.596E-5	3.302E-5	3.832E-5	3.731E-5	4.367E-5	4.387E-5	4.609E-5	6.669E-5	5.267E-5	5.243E-5	6.912E-5	7.055E-5	7.06E-5	7.95E-5	7.792E-5	6.719E-5	7.151E-5	7.872E-5	6.508E-5	7.149E-5	9.75E-5	6.395E-5	8.56E-5	8.148E-5	7.65E-5	6.15E-5	6.985E-5	9.261E-5	9.623E-5	9.488E-5	9.349E-5	6.679E-5	6.949E-5	8.251E-5	8.334E-5	8.969E-5	1.0126E-4	1.0652E-4	1.0258E-4	1.3668E-4	1.213E-4	1.1423E-4	1.2548E-4	1.4257E-4	1.364E-4	1.9903E-4	1.8574E-4	1.7699E-4	1.561E-4	1.7205E-4	1.2228E-4	1.6316E-4	1.1858E-4	1.125E-4	9.021E-5	7.795E-5	9.091E-5	6.397E-5	9.304E-5	1.3447E-4	1.162E-4	1.0428E-4	8.353E-5	7.695E-5	4.861E-5	5.701E-5	5.107E-5	3.876E-5	6.642E-5	4.352E-5	3.597E-5	4.54E-5	3.525E-5	4.552E-5	4.393E-5	5.203E-5	4.679E-5	5.984E-5	4.512E-5	3.918E-5	5.704E-5	4.209E-5	5.956E-5	4.054E-5	2.869E-5	4.398E-5	4.154E-5	3.634E-5	4.064E-5	4.919E-5	3.939E-5	3.951E-5	4.839E-5	4.139E-5	7.911E-5	9.794E-5	1.0682E-4	4.469E-5	4.246E-5	3.369E-5	3.195E-5	3.334E-5	3.443E-5	3.04E-5	2.1E-5	3.592E-5	3.467E-5	7.038E-5	6.898E-5	6.227E-5	1.5866E-4	1.4221E-4	6.327E-5	6.683E-5	5.474E-5	6.7E-5	3.939E-5	5.36E-5	3.662E-5	4.197E-5	4.684E-5	4.854E-5	5.694E-5
shopfront		0.00369052	0.00495409	0.00528206	0.01794583	0.02048472	0.02931631	0.03326283	0.03118592	0.03023849	0.01373092	0.02192842	0.01754682	0.03239662	0.02676331	0.01676814	0.01392983	0.03110033	0.0421584	0.05440811	0.03742986	0.03757271	0.05321653	0.06885543	0.05965354	0.04307828	0.04249016	0.01608142	0.01941144	0.02305681	0.01660758	0.01409414	0.01495908	0.01850628	0.02443608	0.01684251	0.01391078	0.00746452	0.00995779	0.00902565	0.00825838	0.01129681	0.01160634	0.01200573	0.01172114	0.00915877	0.00593883	0.00642358	0.00490818	0.0067456	0.00625823	0.00736568	0.00845747	0.01515954	0.01959607	0.01163827	0.01928813	0.02060449	0.01226586	0.00651599	0.00943383	0.01147774	0.01021131	0.00914559	0.01158178	0.009437	0.01592774	0.00765633	0.01007078	0.01059501	0.00884777	0.01035443	0.01214951	0.01489904	0.01269147	0.01469535	0.01767212	0.01339517	0.01834804	0.01378931	0.01751421	0.01599675	0.01817601	0.02011955	0.01904693	0.02129102	0.01879257	0.01424868	0.01246062	0.02175183	0.03115269	0.0284862	0.03702692	0.03421004	0.06274498	0.06415083	0.04236953	0.03144332	0.04591042	0.05008446	0.06949914	0.06032659	0.06149409	0.07052874	0.06995749	0.06527951	0.0442441	0.05866942	0.04198007	0.05384212	0.06623656	0.05096005	0.03248421	0.04071766	0.02072132	0.0297573	0.03046861	0.02690607	0.02782675	0.03120494	0.03214159	0.03130025	0.03083876	0.02637981	0.03748788	0.04703468	0.04717813	0.04619652	0.04730982	0.06097567	0.07164696	0.07579339	0.05007957	0.0219493	0.03156131	0.02008212	0.04128678	0.04077015	0.03716478	0.03434171	0.03476406	0.02154238	0.02504227	0.03132853	0.02319384	0.03132921	0.03754592	0.02962742	0.0453852	0.03293851	0.0367993	0.02363072	0.01262997	0.01009236	0.01622532	0.02023135	0.01731659	0.01243229	0.0103391	0.01423635	0.01165749	0.00937897	0.00857072	0.01210655	0.02460267	0.01846434	0.01073703	0.00636606	0.00395235	0.00483982	0.00322287	0.00375716	0.00480981	0.00313836	0.00422427	0.00912298	0.00818803	0.01173895	0.00764741	0.00995492	0.01044582	0.0085936	0.00836057	0.0109413	0.01016993	0.00598787	0.00702409	0.00738249	0.00960131	0.00840542	0.00954189	0.01059274
desert_vegetation		3.303E-5	4.25E-5	2.089E-5	2.447E-5	2.495E-5	2.229E-5	3.837E-5	3.326E-5	3.223E-5	3.769E-5	3.33E-5	3.733E-5	3.872E-5	5.217E-5	4.857E-5	3.938E-5	4.596E-5	4.021E-5	2.85E-5	2.391E-5	5.066E-5	4.998E-5	3.455E-5	4.44E-5	8.929E-5	8.492E-5	7.298E-5	9.041E-5	9.144E-5	8.849E-5	7.054E-5	9.342E-5	1.1862E-4	1.0564E-4	1.2705E-4	1.5376E-4	1.0675E-4	1.8687E-4	1.7888E-4	2.797E-4	2.9514E-4	1.8777E-4	2.2918E-4	3.0204E-4	2.6591E-4	2.8271E-4	2.9812E-4	3.3913E-4	2.6465E-4	2.1942E-4	2.4345E-4	1.7674E-4	1.7999E-4	1.4212E-4	1.9346E-4	1.5209E-4	1.3109E-4	1.2152E-4	1.3893E-4	1.5329E-4	2.2463E-4	2.684E-4	2.9636E-4	1.6599E-4	1.8769E-4	1.9982E-4	2.5793E-4	2.7259E-4	2.8031E-4	2.5789E-4	3.392E-4	3.4456E-4	2.7051E-4	2.371E-4	1.9054E-4	2.3396E-4	1.8406E-4	1.6723E-4	2.3924E-4	1.8367E-4	1.6981E-4	1.6336E-4	1.4294E-4	1.1525E-4	1.3965E-4	1.3915E-4	1.0812E-4	1.0184E-4	1.1162E-4	8.913E-5	1.1309E-4	1.1685E-4	9.943E-5	8.214E-5	1.4535E-4	1.4341E-4	1.3146E-4	1.0263E-4	1.447E-4	2.4471E-4	1.2984E-4	1.3295E-4	3.1769E-4	1.1991E-4	1.8396E-4	1.9592E-4	1.3222E-4	1.1182E-4	7.529E-5	9.8E-5	1.5112E-4	1.9287E-4	9.618E-5	9.202E-5	1.6717E-4	1.963E-4	1.1627E-4	1.2283E-4	1.1127E-4	8.136E-5	8.89E-5	1.4395E-4	1.9676E-4	1.5019E-4	1.1426E-4	1.1866E-4	1.2867E-4	8.212E-5	1.437E-4	9.712E-5	1.4201E-4	2.695E-4	3.3609E-4	3.2133E-4	4.9797E-4	4.067E-4	5.6707E-4	4.7411E-4	6.9582E-4	4.8353E-4	5.8163E-4	3.4223E-4	4.0486E-4	3.9318E-4	4.9223E-4	3.2653E-4	3.2445E-4	1.965E-4	2.1824E-4	1.8742E-4	2.483E-4	2.0161E-4	3.0655E-4	4.2133E-4	4.5722E-4	4.0728E-4	3.8477E-4	3.7979E-4	2.6443E-4	2.8609E-4	2.8373E-4	3.073E-4	3.121E-4	3.222E-4	6.5113E-4	9.0685E-4	5.2107E-4	7.7505E-4	5.4528E-4	4.4027E-4	4.2453E-4	5.4114E-4	5.47E-4	2.5974E-4	2.7487E-4	4.6622E-4	0.00158157	8.2057E-4	7.8236E-4	5.3302E-4	4.3367E-4	4.2446E-4	8.1544E-4	5.5123E-4	5.6049E-4	5.6346E-4	4.5644E-4	6.56E-4	4.9762E-4	5.5064E-4	5.1189E-4
ski_slope		1.365E-5	2.36E-5	1.493E-5	2.935E-5	4.444E-5	3.107E-5	4.126E-5	3.329E-5	3.74E-5	4.643E-5	3.308E-5	2.845E-5	2.926E-5	3.483E-5	5.502E-5	4.578E-5	4.774E-5	4.881E-5	4.416E-5	7.987E-5	7.904E-5	5.843E-5	8.064E-5	1.0599E-4	1.7778E-4	2.2263E-4	2.4513E-4	2.2338E-4	1.7608E-4	1.8232E-4	1.4851E-4	2.5744E-4	2.9265E-4	2.9762E-4	2.9565E-4	5.9839E-4	3.3889E-4	3.3473E-4	3.6218E-4	3.4156E-4	2.1448E-4	2.6022E-4	1.8076E-4	2.2039E-4	4.9269E-4	1.8725E-4	3.2191E-4	3.8853E-4	5.6516E-4	5.5172E-4	5.1715E-4	3.6514E-4	1.4972E-4	1.8868E-4	1.7789E-4	1.5432E-4	1.3984E-4	1.7064E-4	2.091E-4	2.5589E-4	3.3925E-4	2.2515E-4	1.9473E-4	3.1302E-4	2.1034E-4	1.6835E-4	1.6273E-4	1.0984E-4	2.597E-4	2.5031E-4	1.6328E-4	1.6078E-4	1.5528E-4	1.7361E-4	1.3545E-4	3.1275E-4	2.3336E-4	2.913E-4	2.8758E-4	1.1702E-4	1.9381E-4	2.4233E-4	2.099E-4	2.0601E-4	1.2198E-4	1.5625E-4	1.0416E-4	9.804E-5	9.845E-5	1.0307E-4	1.3496E-4	1.4335E-4	1.1648E-4	8.428E-5	8.803E-5	8.539E-5	1.1892E-4	1.143E-4	1.2744E-4	8.221E-5	1.4084E-4	1.3061E-4	7.612E-5	1.1204E-4	1.0027E-4	1.0685E-4	1.3473E-4	1.2865E-4	1.2548E-4	1.6744E-4	2.1784E-4	2.0553E-4	1.7428E-4	1.3248E-4	1.5004E-4	1.5311E-4	1.1005E-4	7.987E-5	5.501E-5	8.766E-5	9.531E-5	7.681E-5	8.371E-5	7.112E-5	7.133E-5	6.478E-5	1.0083E-4	1.0058E-4	7.851E-5	8.199E-5	1.0538E-4	1.2255E-4	8.677E-5	9.853E-5	6.501E-5	1.0258E-4	1.5044E-4	1.0956E-4	1.0253E-4	1.0478E-4	1.2052E-4	9.955E-5	7.79E-5	7.957E-5	7.336E-5	7.251E-5	1.091E-4	7.546E-5	7.84E-5	7.203E-5	9.72E-5	6.246E-5	4.248E-5	9.56E-5	7.453E-5	6.995E-5	9.753E-5	1.7269E-4	9.532E-5	1.0656E-4	8.682E-5	8.077E-5	7.947E-5	1.2108E-4	1.309E-4	8.819E-5	1.3934E-4	2.5082E-4	2.5032E-4	1.9082E-4	1.1735E-4	7.584E-5	6.554E-5	1.2344E-4	2.4379E-4	2.0219E-4	1.9546E-4	2.0337E-4	1.9264E-4	1.5891E-4	1.9771E-4	1.145E-4	2.683E-4	1.7145E-4	1.2434E-4	2.5089E-4	1.4743E-4	2.4251E-4	1.6735E-4	1.7899E-4	1.6507E-4
bar		0.00463487	0.00173888	4.392E-4	0.00113536	0.00158263	0.00220621	0.00227415	0.00206371	0.00136917	0.00170535	0.00122234	0.00108553	0.00152053	0.00144426	0.00127753	0.0010124	0.00154304	0.00171046	0.00247749	0.00233442	0.00220905	0.002904	0.0042512	0.00292125	0.00156316	0.00106448	7.2518E-4	7.9028E-4	8.982E-4	8.1839E-4	9.7791E-4	8.4563E-4	0.00124084	7.7919E-4	6.495E-4	4.0359E-4	2.7655E-4	3.8867E-4	6.8472E-4	5.9017E-4	3.4646E-4	4.1656E-4	6.969E-4	5.0292E-4	7.9787E-4	0.00111184	5.2385E-4	4.4718E-4	9.9635E-4	7.3962E-4	5.1246E-4	0.00134238	0.00422481	0.00484806	0.00318607	0.00396514	0.00154147	9.6969E-4	5.1361E-4	9.3316E-4	0.00115998	0.00122954	0.00112747	0.00120168	9.8577E-4	0.00175084	6.3134E-4	7.3547E-4	8.2782E-4	0.00100737	7.7815E-4	8.8959E-4	8.9324E-4	9.9818E-4	9.3356E-4	0.00156245	0.00104442	0.0010061	8.747E-4	8.6658E-4	7.3961E-4	7.9528E-4	9.0679E-4	8.6961E-4	0.0010632	9.1617E-4	7.4883E-4	7.779E-4	0.00130456	0.00129653	0.00147778	0.00192789	0.00171124	0.00263665	0.00304579	0.00245309	0.00180002	0.00226299	0.00291698	0.00318871	0.00254295	0.00360287	0.00370661	0.00416588	0.00390641	0.00285837	0.00345524	0.00338125	0.00414854	0.005354	0.00429623	0.00315123	0.00402942	0.00311438	0.00397892	0.00376467	0.00349892	0.00401234	0.00371868	0.00435487	0.00350522	0.0031147	0.00274089	0.00350452	0.00513304	0.00501475	0.0055206	0.00632458	0.00673951	0.00623657	0.00655682	0.00598789	0.00344682	0.00225613	0.0012935	0.00200043	0.00261568	0.00220966	0.00162669	0.0020045	0.00131397	0.00115446	0.0016286	0.00150702	0.00192317	0.00241769	0.00168514	0.00227224	0.0021066	0.00154236	0.00111511	6.3419E-4	5.1535E-4	8.2821E-4	9.6942E-4	6.6389E-4	5.5507E-4	6.7869E-4	6.3215E-4	5.0685E-4	5.3797E-4	4.0861E-4	5.6342E-4	9.8561E-4	0.00100683	6.8651E-4	4.4558E-4	3.1904E-4	3.1137E-4	2.2034E-4	2.2953E-4	3.2426E-4	1.8601E-4	2.6404E-4	4.3575E-4	5.1457E-4	4.4857E-4	3.0718E-4	8.5097E-4	7.7651E-4	4.3027E-4	4.0376E-4	4.2839E-4	4.855E-4	3.7013E-4	4.3841E-4	2.5435E-4	3.1029E-4	3.4249E-4	3.7708E-4	4.2218E-4
mountain		1.0394E-4	1.037E-4	7.53E-5	1.3259E-4	1.4933E-4	1.1937E-4	1.3406E-4	1.1518E-4	1.6952E-4	1.9553E-4	1.1219E-4	1.6835E-4	1.0881E-4	1.0847E-4	1.0733E-4	1.4085E-4	1.0216E-4	1.1954E-4	9.17E-5	7.672E-5	9.53E-5	1.1846E-4	1.3346E-4	1.5732E-4	2.8103E-4	2.8175E-4	2.9061E-4	2.8934E-4	3.8792E-4	4.9012E-4	2.6243E-4	4.3857E-4	3.7161E-4	3.1805E-4	2.3319E-4	4.2943E-4	3.8528E-4	4.6046E-4	4.1518E-4	5.2936E-4	4.7296E-4	5.4804E-4	9.6427E-4	9.2457E-4	0.00108435	7.496E-4	5.9696E-4	6.5287E-4	6.3946E-4	6.7051E-4	4.9884E-4	6.0174E-4	7.2965E-4	9.109E-4	7.9911E-4	6.8618E-4	5.4685E-4	4.4641E-4	4.6962E-4	6.3962E-4	7.386E-4	6.2408E-4	5.8228E-4	5.9793E-4	6.2718E-4	4.2439E-4	2.7651E-4	3.6729E-4	3.8126E-4	4.5798E-4	4.0582E-4	3.946E-4	4.6553E-4	4.6186E-4	4.329E-4	6.6684E-4	5.7761E-4	5.8438E-4	0.00132043	7.7141E-4	4.0155E-4	5.4448E-4	4.2457E-4	4.3164E-4	3.2315E-4	3.4717E-4	2.8778E-4	2.6087E-4	3.4572E-4	3.2189E-4	4.3513E-4	4.7636E-4	3.9529E-4	3.165E-4	4.535E-4	3.156E-4	2.9877E-4	2.2578E-4	2.6228E-4	3.9561E-4	3.4953E-4	3.1378E-4	4.844E-4	3.9899E-4	3.5621E-4	4.8016E-4	3.5158E-4	4.0265E-4	3.2082E-4	7.3898E-4	8.7416E-4	7.7509E-4	2.9154E-4	2.7754E-4	6.0906E-4	6.0697E-4	3.701E-4	3.4284E-4	3.5781E-4	2.2052E-4	2.0855E-4	3.4456E-4	3.5878E-4	4.1428E-4	2.9964E-4	3.304E-4	3.0714E-4	3.5651E-4	3.8262E-4	3.3591E-4	4.6411E-4	8.3597E-4	0.00128445	9.9976E-4	6.4174E-4	9.3724E-4	0.00142989	8.0281E-4	0.00129689	6.9532E-4	9.4097E-4	7.4728E-4	7.0685E-4	6.867E-4	7.0841E-4	3.315E-4	2.7376E-4	1.7022E-4	3.2535E-4	2.9983E-4	2.9083E-4	1.6037E-4	3.2429E-4	3.7192E-4	4.9984E-4	4.0131E-4	4.7078E-4	6.1204E-4	2.605E-4	2.7409E-4	1.6619E-4	2.2617E-4	2.3565E-4	3.2265E-4	2.9931E-4	1.9396E-4	2.5418E-4	2.9758E-4	2.7679E-4	2.9275E-4	1.8299E-4	3.2762E-4	2.5849E-4	4.2119E-4	4.6902E-4	3.1373E-4	5.883E-4	5.5223E-4	5.6495E-4	5.0192E-4	4.6687E-4	4.1376E-4	6.1562E-4	3.5769E-4	3.5426E-4	3.8927E-4	3.8759E-4	5.3559E-4	4.4894E-4	3.3931E-4	3.9816E-4
bayou		4.481E-5	4.638E-5	3.239E-5	2.837E-5	7.019E-5	6.168E-5	5.518E-5	6.968E-5	1.0695E-4	1.6261E-4	1.5113E-4	1.1347E-4	1.4333E-4	1.2459E-4	7.419E-5	1.083E-4	1.1182E-4	1.0976E-4	1.8206E-4	1.598E-4	3.3707E-4	2.7901E-4	1.4434E-4	1.1358E-4	6.061E-5	1.5241E-4	2.1865E-4	1.5997E-4	1.2418E-4	1.7874E-4	2.1291E-4	2.5013E-4	4.3514E-4	3.2788E-4	3.7309E-4	5.4653E-4	1.6575E-4	1.2675E-4	1.9393E-4	2.547E-4	1.6495E-4	2.6709E-4	2.4471E-4	5.6233E-4	7.9813E-4	4.754E-4	6.922E-4	4.9375E-4	7.8255E-4	6.912E-4	2.9136E-4	4.4998E-4	2.7744E-4	8.6084E-4	3.2051E-4	7.6733E-4	2.0254E-4	3.7625E-4	2.2286E-4	3.0141E-4	3.5032E-4	3.2212E-4	3.8401E-4	5.4578E-4	3.7631E-4	4.6464E-4	2.7076E-4	2.872E-4	1.8421E-4	1.1182E-4	2.0124E-4	1.7482E-4	1.3804E-4	1.3635E-4	1.5965E-4	5.9014E-4	2.4991E-4	2.8581E-4	1.2382E-4	9.306E-5	2.2183E-4	1.4336E-4	1.5489E-4	1.606E-4	1.3497E-4	3.0819E-4	5.3903E-4	3.5658E-4	6.0481E-4	5.1682E-4	3.9074E-4	6.8425E-4	4.2651E-4	4.0459E-4	3.5903E-4	5.1239E-4	3.7631E-4	3.6307E-4	4.6653E-4	4.1757E-4	7.9964E-4	5.286E-4	2.9287E-4	2.6785E-4	6.6253E-4	2.6782E-4	4.677E-4	4.2032E-4	3.4702E-4	5.6543E-4	1.8223E-4	2.2808E-4	5.572E-4	5.0051E-4	2.7621E-4	3.0565E-4	3.4053E-4	4.3338E-4	3.6483E-4	5.2638E-4	6.4434E-4	4.171E-4	3.537E-4	3.3825E-4	1.7519E-4	2.7689E-4	2.9093E-4	3.1122E-4	1.4163E-4	1.6559E-4	2.6657E-4	3.0909E-4	4.6538E-4	2.973E-4	4.8327E-4	2.2302E-4	2.3944E-4	2.3236E-4	2.5016E-4	5.9744E-4	3.1618E-4	2.9856E-4	2.7115E-4	3.8725E-4	5.4339E-4	2.6668E-4	3.9561E-4	3.2012E-4	2.1959E-4	4.6882E-4	6.9931E-4	3.6711E-4	2.7683E-4	2.1002E-4	3.4611E-4	5.7656E-4	5.0293E-4	0.0012605	0.00184366	0.00154231	7.7417E-4	6.7434E-4	9.8505E-4	9.9344E-4	9.012E-4	0.00153321	0.00139981	0.00145856	0.00325408	0.0043374	0.00374898	0.00153522	0.00243372	9.1994E-4	0.0014601	0.00116368	7.1178E-4	7.9245E-4	0.00215797	8.2346E-4	8.3043E-4	0.0013408	0.00394731	0.0076418	0.00475578	0.00123284	0.00102908	0.00636533	0.00578779	0.00293151	0.00324418
