K;s2
484;0.0246413
485;0.024832739
486;0.025389276
487;0.02479896
488;0.024998559
489;0.024916794
490;0.025293276
491;0.024892755
492;0.025139371
493;0.025365222
494;0.025829397
495;0.024808036
496;0.025455516
497;0.024921168
498;0.024987988
499;0.024903523
500;0.025226535
501;0.025273679
502;0.024626793
503;0.024874974
504;0.0242424
505;0.024883768
506;0.025390351
507;0.024646604
508;0.024528533
509;0.024895608
510;0.024891159
511;0.024281938
512;0.024805551
513;0.024360003
514;0.024762882
515;0.02423992
516;0.024575789
517;0.024100468
518;0.024114747
519;0.023939999
520;0.024125485
521;0.024766536
522;0.024451448
523;0.024312938
524;0.024324859
525;0.023592569
526;0.024244891
527;0.02424812
528;0.02461125
529;0.023798915
530;0.024149751
531;0.024100643
532;0.024626642
533;0.02419225
534;0.023584694
535;0.023574451
536;0.023760816
537;0.02410978
538;0.024349546
539;0.024128279
540;0.023991546
541;0.023969956
542;0.02398086
543;0.024093715
544;0.024384871
545;0.02357289
546;0.023036225
547;0.023528919
548;0.023363622
549;0.023185864
550;0.023709415
551;0.023241205
552;0.02327201
553;0.023628388
554;0.023810958
555;0.023332596
556;0.023451712
557;0.023261154
558;0.023304166
559;0.023811592
560;0.023473823
561;0.023540337
562;0.023757357
563;0.023494942
564;0.023193868
565;0.023206256
566;0.023128921
567;0.023799026
568;0.023234202
569;0.023303265
570;0.022999153
571;0.022804895
572;0.02267263
573;0.023565622
574;0.022923546
575;0.022988845
576;0.022214228
577;0.023276927
578;0.02314006
579;0.022625133
580;0.022736698
581;0.02259753
582;0.022823188
583;0.022902891
584;0.02287772
585;0.023037119
586;0.022768589
587;0.022652468
588;0.022558605
589;0.02243926
590;0.02294668
591;0.022822194
592;0.023098134
593;0.022540685
594;0.022677876
595;0.021941373
596;0.02294262
597;0.022733718
598;0.022689747
599;0.022712465
600;0.022742644
601;0.021839343
602;0.02258957
603;0.02250275
604;0.021904703
605;0.022255726
606;0.022419032
607;0.022463867
608;0.022633461
609;0.023171244
610;0.022054223
611;0.022276297
612;0.022070186
613;0.02161434
614;0.022346573
615;0.022153279
616;0.021938423
617;0.022136567
618;0.021821808
619;0.021952115
620;0.021974687
621;0.021905655
622;0.02199265
623;0.022256998
624;0.02175581
625;0.022074068
626;0.021995695
627;0.021450024
628;0.021184294
629;0.02150248
630;0.022184856
631;0.022059774
632;0.022205157
633;0.02197265
634;0.022118973
635;0.022220036
636;0.021635296
637;0.021808526
638;0.021810044
639;0.021017617
640;0.021350345
641;0.021765199
642;0.021506684
643;0.021488765
644;0.021840794
645;0.021677446
646;0.021583421
647;0.02143291
648;0.021567633
649;0.021096617
650;0.02142945
651;0.02177026
652;0.02116218
653;0.021439597
654;0.021458028
655;0.021366602
656;0.02085084
657;0.021787755
658;0.02130489
659;0.02176379
660;0.021594847
661;0.021249263
662;0.021245684
663;0.021225745
664;0.02159635
665;0.02122193
666;0.021027507
667;0.021116963
668;0.020985717
669;0.021529632
670;0.020982057
671;0.02133951
672;0.02137308
673;0.021075334
674;0.020899124
675;0.02117293
676;0.021190159
677;0.020690177
678;0.020965748
679;0.020825636
680;0.020994265
681;0.021039845
682;0.02083309
683;0.020941209
684;0.020974237
685;0.02082507
686;0.02114024
687;0.02063627
688;0.020659503
689;0.020545062
690;0.020678477
691;0.020233907
692;0.020741364
693;0.020415863
694;0.020766681
695;0.020788722
696;0.020277606
697;0.020557499
698;0.020282963
699;0.02052143
700;0.020407084
701;0.019861491
702;0.020495767
703;0.020388247
704;0.020432262
705;0.020414807
706;0.020331994
707;0.020469468
708;0.020402288
709;0.020267341
710;0.02015338
711;0.020369075
712;0.020283423
713;0.01957858
714;0.020267546
715;0.020407818
716;0.020179778
717;0.01972292
718;0.020169012
719;0.020249775
720;0.020619234
721;0.019955799
722;0.019896092
723;0.019433303
724;0.020100426
725;0.019921456
726;0.020135505
727;0.019981433
728;0.01985178
729;0.019874817
730;0.02013312
731;0.020359877
732;0.020060813
733;0.020008054
734;0.020101093
735;0.019590825
736;0.020140594
737;0.019763194
738;0.019338047
739;0.01975433
740;0.020160636
741;0.019887075
742;0.01964677
743;0.01992213
744;0.019999314
745;0.01955367
746;0.01996701
747;0.01939112
748;0.019499762
749;0.019156352
750;0.019239556
751;0.01984218
752;0.019275002
753;0.01947571
754;0.019273665
755;0.019564295
756;0.019300861
757;0.019582834
758;0.019748129
759;0.019508269
760;0.019480038
761;0.019389028
762;0.019389993
763;0.019416256
764;0.019614188
765;0.019156538
766;0.019408958
767;0.019001056
768;0.019401232
769;0.019319998
770;0.0188653
771;0.018884255
772;0.019279895
773;0.019160686
774;0.019485898
775;0.01946471
776;0.019090421
777;0.018977346
778;0.01917941
779;0.018743884
780;0.019128935
781;0.01870924
782;0.018798033
783;0.01878532
784;0.01906026
785;0.018729072
786;0.01896139
787;0.018713977
788;0.019424224
789;0.019308534
790;0.01880053
791;0.019037604
792;0.01887699
793;0.019021912
794;0.018952107
795;0.01908449
796;0.018562162
797;0.018761514
798;0.01892067
799;0.018919546
800;0.01870939
