building_facade		0.13145174	0.11751548	0.1186363	0.13278969	0.11095604	0.11692304	0.10090594	0.09740231	0.09990472	0.10670394	0.09195158	0.06781038	0.06030709	0.07368811	0.08222114	0.0711899	0.06008181	0.05543746	0.0599916	0.06661211	0.07308501	0.06203847	0.06260225	0.07880449	0.06537557	0.05049262	0.04277875	0.04848929	0.04758756	0.05719596	0.0554233	0.05297165	0.04004237	0.0487438	0.04407797	0.02936074	0.02804211	0.02786929	0.02929938	0.03743108	0.03632435	0.02377533	0.02547462	0.03709777	0.03392177	0.04203236
restaurant_patio		3.6713E-4	5.5763E-4	5.1848E-4	5.3062E-4	5.2812E-4	8.3874E-4	8.5458E-4	8.0332E-4	7.7297E-4	7.4427E-4	8.5332E-4	5.1437E-4	6.4053E-4	0.00125761	0.00117766	7.9697E-4	6.1949E-4	6.3478E-4	5.5705E-4	3.6065E-4	5.4181E-4	7.1801E-4	7.1767E-4	9.7254E-4	4.5897E-4	4.2034E-4	3.0193E-4	4.7949E-4	4.3209E-4	2.9986E-4	5.8891E-4	7.147E-4	4.264E-4	2.2567E-4	3.8441E-4	2.7248E-4	2.0828E-4	3.7143E-4	2.7971E-4	7.1891E-4	4.2237E-4	4.3396E-4	3.8768E-4	5.0308E-4	2.7482E-4	4.2067E-4
airport_terminal		2.8165E-4	2.2585E-4	2.2463E-4	2.4356E-4	6.374E-5	1.6293E-4	1.7519E-4	2.0451E-4	1.1649E-4	1.9161E-4	5.02E-5	2.203E-5	3.809E-5	2.455E-5	1.948E-5	2.528E-5	3.78E-5	1.85E-5	2.894E-5	2.55E-5	3.368E-5	4.465E-5	3.743E-5	2.765E-5	1.621E-5	2.844E-5	3.901E-5	3.128E-5	2.674E-5	2.367E-5	1.81E-5	3.203E-5	1.84E-5	3.34E-5	1.952E-5	2.205E-5	3.414E-5	2.052E-5	1.261E-5	2.776E-5	3.029E-5	2.471E-5	2.063E-5	2.844E-5	2.525E-5	2.826E-5
cafeteria		1.478E-5	2.351E-5	3.749E-5	3.528E-5	4.541E-5	5.829E-5	5.16E-5	5.873E-5	6.573E-5	5.594E-5	5.24E-5	5.039E-5	5.53E-5	6.038E-5	3.677E-5	3.835E-5	3.243E-5	3.684E-5	2.851E-5	2.584E-5	1.916E-5	3.55E-5	3.69E-5	5.114E-5	3.301E-5	2.551E-5	2.227E-5	5.116E-5	3.347E-5	2.061E-5	2.986E-5	4.325E-5	2.286E-5	1.667E-5	3.195E-5	3.396E-5	2.715E-5	1.51E-5	1.716E-5	1.77E-5	1.48E-5	2.327E-5	2.113E-5	4.884E-5	4.228E-5	3.466E-5
shopfront		0.0108508	0.0176815	0.01207253	0.01246408	0.0076569	0.01234861	0.00896721	0.00967436	0.0103665	0.01224662	0.0071347	0.00670787	0.00463557	0.00710314	0.00678222	0.00450271	0.00368023	0.00375593	0.00449431	0.00490642	0.00797988	0.01079659	0.00859147	0.00865404	0.00511899	0.00218638	8.7047E-4	0.00129376	7.784E-4	0.00140058	0.00122098	0.0013879	3.0169E-4	5.0126E-4	5.1279E-4	4.7123E-4	7.8888E-4	3.3005E-4	3.9942E-4	1.6645E-4	1.3059E-4	1.4028E-4	1.2971E-4	1.1183E-4	2.0016E-4	3.9607E-4
desert_vegetation		3.42E-5	5.702E-5	3.577E-5	4.926E-5	6.634E-5	6.028E-5	4.491E-5	3.601E-5	2.778E-5	2.681E-5	2.484E-5	2.647E-5	3.623E-5	3.135E-5	3.027E-5	2.855E-5	3.565E-5	3.213E-5	7.136E-5	6.19E-5	2.508E-5	3.532E-5	3.44E-5	5.849E-5	4.003E-5	2.87E-5	4.442E-5	9.332E-5	9.561E-5	8.005E-5	5.735E-5	7.116E-5	6.864E-5	3.974E-5	5.922E-5	4.961E-5	7.336E-5	5.897E-5	1.2091E-4	1.7936E-4	2.1987E-4	1.741E-4	1.8117E-4	2.5077E-4	1.7401E-4	2.5107E-4
ski_slope		2.337E-5	2.68E-5	3.801E-5	5.568E-5	1.0065E-4	1.2789E-4	2.3331E-4	1.9765E-4	1.8541E-4	1.7794E-4	1.3661E-4	7.463E-5	7.521E-5	1.4345E-4	1.2792E-4	1.7254E-4	1.7337E-4	1.5332E-4	4.8438E-4	3.7109E-4	4.9472E-4	6.5094E-4	8.0258E-4	3.4455E-4	1.2605E-4	9.958E-5	8.953E-5	1.2634E-4	7.877E-5	5.297E-5	6.864E-5	6.409E-5	7.778E-5	8.409E-5	6.57E-5	4.529E-5	5.153E-5	3.361E-5	3.091E-5	2.32E-5	1.986E-5	3.859E-5	2.848E-5	1.864E-5	6.505E-5	8.727E-5
bayou		1.0946E-4	1.3564E-4	2.6579E-4	1.0954E-4	4.302E-5	4.454E-5	3.904E-5	3.819E-5	3.374E-5	3.624E-5	9.538E-5	8.673E-5	8.989E-5	6.393E-5	1.109E-4	9.24E-5	1.8269E-4	1.2048E-4	7.592E-5	1.4242E-4	1.1238E-4	3.5451E-4	2.0208E-4	9.76E-5	7.197E-5	9.789E-5	2.745E-4	8.617E-5	1.4323E-4	1.1124E-4	1.2287E-4	2.1309E-4	9.195E-5	9.971E-5	8.035E-5	5.719E-5	7.926E-5	6.57E-5	1.0533E-4	3.6086E-4	3.8981E-4	6.0344E-4	4.4646E-4	0.00129831	0.00115368	0.00150613
mountain		1.6242E-4	2.9797E-4	1.9468E-4	2.6608E-4	5.1598E-4	5.4264E-4	4.679E-4	2.9422E-4	2.4244E-4	2.1E-4	1.6514E-4	1.2952E-4	1.726E-4	2.3362E-4	1.3929E-4	1.767E-4	2.289E-4	1.619E-4	3.0701E-4	2.862E-4	3.4997E-4	3.0938E-4	4.9286E-4	4.4538E-4	2.4181E-4	1.9598E-4	1.8193E-4	2.8581E-4	2.0809E-4	2.0008E-4	1.9232E-4	3.5094E-4	2.7281E-4	2.173E-4	8.5265E-4	6.4745E-4	3.346E-4	6.1637E-4	7.2435E-4	7.1925E-4	0.00110168	3.9063E-4	2.0486E-4	5.0249E-4	6.5414E-4	0.0026741
bar		7.769E-4	0.00122917	7.84E-4	9.7345E-4	6.4276E-4	0.00109429	0.00100106	9.2566E-4	8.8221E-4	0.00103173	6.906E-4	4.5839E-4	4.8362E-4	6.4673E-4	6.4432E-4	3.9712E-4	2.8973E-4	3.385E-4	4.5339E-4	3.0426E-4	6.5585E-4	0.00109492	0.00128002	0.00139784	6.9435E-4	2.8212E-4	1.6624E-4	3.3012E-4	1.99E-4	2.1025E-4	2.7652E-4	3.4272E-4	1.1035E-4	1.1566E-4	1.5488E-4	1.3919E-4	1.8798E-4	8.452E-5	9.767E-5	1.055E-4	1.4969E-4	9.112E-5	1.3347E-4	1.5728E-4	2.7456E-4	3.0784E-4
forest_road		3.6381E-4	6.0929E-4	3.5836E-4	2.6164E-4	2.6133E-4	3.5408E-4	2.6905E-4	2.0274E-4	1.9358E-4	1.9091E-4	2.8589E-4	3.0137E-4	2.1198E-4	1.9253E-4	2.2441E-4	2.2111E-4	3.3873E-4	5.4695E-4	7.4718E-4	0.00120329	3.8816E-4	4.6704E-4	6.6012E-4	3.816E-4	3.5847E-4	1.6245E-4	2.364E-4	4.8043E-4	6.8024E-4	3.9997E-4	3.9819E-4	6.6428E-4	3.1381E-4	3.189E-4	7.3413E-4	7.6002E-4	4.1708E-4	4.9583E-4	0.00176867	6.0905E-4	0.00126608	0.00221501	0.00362999	0.00804264	0.01126914	0.0271146
dinette_home		7.68E-6	8.81E-6	1.222E-5	1.427E-5	2.178E-5	2.15E-5	2.49E-5	2.021E-5	2.448E-5	2.379E-5	1.702E-5	1.511E-5	1.445E-5	2.069E-5	1.252E-5	1.284E-5	1.257E-5	1.33E-5	1.662E-5	1.362E-5	2.831E-5	1.609E-5	2.245E-5	3.055E-5	2.409E-5	1.023E-5	8.91E-6	1.903E-5	1.413E-5	1.087E-5	9.99E-6	1.909E-5	1.059E-5	1.006E-5	2.163E-5	1.931E-5	1.676E-5	8.61E-6	1.062E-5	9.29E-6	5.66E-6	8.98E-6	1.533E-5	2.914E-5	2.684E-5	1.404E-5
wheat_field		4.016E-5	4.424E-5	3.725E-5	6.728E-5	5.886E-5	4.662E-5	3.242E-5	3.395E-5	2.87E-5	5.042E-5	3.005E-5	3.025E-5	2.69E-5	2.722E-5	2.117E-5	2.297E-5	3.054E-5	2.553E-5	3.838E-5	3.156E-5	2.299E-5	3.238E-5	2.93E-5	4.926E-5	2.949E-5	5.991E-5	8.427E-5	6.251E-5	6.444E-5	7.508E-5	7.345E-5	6.224E-5	5.46E-5	5.668E-5	4.015E-5	3.629E-5	5.108E-5	4.07E-5	6.458E-5	8.829E-5	7.67E-5	6.3E-5	6.9E-5	2.2196E-4	2.1505E-4	2.2751E-4
courthouse		0.02393034	0.08260002	0.03816736	0.03166084	0.0433773	0.03355259	0.03107402	0.01835395	0.01266512	0.02149012	0.01662862	0.0364637	0.04733036	0.03944875	0.05596177	0.03212859	0.04660197	0.05731436	0.04016938	0.03729029	0.05499202	0.05001513	0.05952225	0.0286166	0.02562243	0.05321547	0.04046532	0.04083443	0.06441175	0.05246436	0.04696121	0.06799422	0.07222125	0.12081809	0.0431053	0.02977289	0.03201117	0.02562287	0.01631785	0.02444139	0.01490697	0.0084994	0.01071643	0.01496899	0.02500464	0.03160828
dock		8.641E-5	8.861E-5	2.229E-4	1.3669E-4	1.2587E-4	1.1282E-4	1.6452E-4	1.7738E-4	1.6447E-4	1.2292E-4	1.0374E-4	1.2268E-4	1.6676E-4	1.0049E-4	1.5799E-4	7.924E-5	2.1835E-4	1.202E-4	9.543E-5	1.4204E-4	1.0667E-4	3.0085E-4	1.6333E-4	1.6E-4	1.2691E-4	1.217E-4	1.8634E-4	2.6243E-4	1.5078E-4	8.747E-5	1.9086E-4	1.2004E-4	8.982E-5	1.2541E-4	1.37E-4	1.02E-4	1.8088E-4	9.522E-5	1.354E-4	4.4855E-4	4.7675E-4	2.4318E-4	1.446E-4	4.9775E-4	3.5858E-4	7.0934E-4
marsh		4.046E-5	4.45E-5	8.884E-5	6.403E-5	4.018E-5	3.405E-5	2.723E-5	3.718E-5	3.688E-5	2.61E-5	5.585E-5	5.157E-5	5.5E-5	4.385E-5	5.151E-5	5.356E-5	9.705E-5	6.095E-5	5.047E-5	8.494E-5	4.436E-5	1.4207E-4	7.992E-5	4.569E-5	5.082E-5	5.24E-5	1.7579E-4	8.089E-5	1.2079E-4	6.905E-5	5.181E-5	9.053E-5	4.611E-5	4.387E-5	5.218E-5	3.971E-5	5.862E-5	5.177E-5	7.843E-5	2.18E-4	1.8611E-4	1.6402E-4	1.2734E-4	3.9705E-4	3.9511E-4	3.3529E-4
