forest_road		0.02330339	0.03804168	0.04119613	0.02615497	0.03199317	0.03032191	0.04961481	0.03062346	0.03750658	0.03913651	0.02665916	0.04751225	0.04277391	0.0349827	0.0542104	0.03561229	0.02417408	0.02819851	0.02485147	0.02269342	0.02452322	0.05210813	0.02394929	0.03642547	0.04426674	0.0336803	0.01321768	0.01505006	0.02059774	0.02926743	0.01488024	0.01529869	0.02534789	0.018601	0.02143865	0.02011584	0.00988788	0.02278591	0.01420743	0.00398712
dinette_home		9.91E-6	6.17E-6	7.99E-6	1.622E-5	4.62E-6	3.46E-6	3.53E-6	2.81E-6	2.92E-6	3.29E-6	4.58E-6	2.88E-6	3.51E-6	5.42E-6	5.26E-6	5.43E-6	6.4E-6	3.47E-6	3.15E-6	2.31E-6	5.24E-6	6.67E-6	5.63E-6	5.63E-6	5.85E-6	1.114E-5	1.706E-5	1.091E-5	9.7E-6	1.429E-5	1.276E-5	1.805E-5	3.041E-5	2.045E-5	1.145E-5	1.197E-5	2.915E-5	5.306E-5	2.733E-5	3.288E-5
wheat_field		0.00465732	0.0044188	0.00612314	0.00533093	0.00517902	0.00344391	0.00461091	0.00297343	0.00573816	0.00464103	0.00683101	0.00838585	0.00693714	0.00617114	0.00368598	0.00241036	0.0019777	0.00523157	0.00630544	0.0058919	0.00321323	0.00345946	0.00565312	0.00580014	0.00326302	0.00647293	0.00328413	0.0023402	0.00353792	0.00352983	0.00301566	0.0052591	0.01835056	0.00582734	0.00508816	0.01307942	0.01705876	0.01388446	0.00768808	0.00482177
courthouse		0.00114542	7.3455E-4	0.0028524	0.00625209	0.00259191	0.00158694	0.00173492	0.00149981	0.00192145	0.00158511	0.0018602	0.00129912	0.00152116	0.00485945	0.00636424	0.00795839	0.00837592	0.00302014	0.00352307	0.00317786	0.00225854	0.00131345	0.00128165	0.00232143	0.00309119	0.00610857	0.00366279	0.0031021	0.0029696	0.00309287	0.00193153	0.00241668	0.00301339	0.00239001	0.00228524	0.00129695	0.00158894	0.00156987	0.00139558	0.00173774
dock		2.6394E-4	1.6973E-4	8.761E-5	1.1069E-4	1.5969E-4	4.557E-5	3.581E-5	2.968E-5	2.753E-5	2.564E-5	5.674E-5	3.378E-5	3.535E-5	4.484E-5	2.731E-5	8.985E-5	9.925E-5	4.207E-5	7.938E-5	1.2671E-4	1.4665E-4	2.1213E-4	5.19E-5	1.5193E-4	7.851E-5	5.19E-5	8.272E-5	1.1099E-4	1.4552E-4	4.506E-5	6.56E-5	7.267E-5	1.5545E-4	7.504E-5	5.622E-5	5.299E-5	1.2966E-4	2.6052E-4	3.5574E-4	2.1161E-4
marsh		0.01662962	0.0066555	0.00722807	0.00873287	0.01027358	0.00398907	0.00329499	0.0041211	0.0020322	0.00375008	0.00248142	0.00252611	0.0030597	0.00213161	0.00400216	0.00607838	0.00713599	0.00461998	0.00729425	0.00848171	0.00587392	0.0101824	0.00376579	0.00512083	0.01097308	0.00894384	0.00415235	0.00242961	0.00505275	0.00460388	0.00846997	0.00312883	0.00735218	0.00689091	0.00344421	0.00424432	0.00371996	0.0034539	0.00298862	0.00186095
shoe_shop		1.7679E-4	1.347E-4	5.573E-5	5.14E-5	3.985E-5	2.992E-5	1.189E-5	1.806E-5	1.672E-5	1.827E-5	1.286E-5	3.137E-5	3.633E-5	2.654E-5	2.091E-5	4.344E-5	2.49E-5	1.755E-5	1.427E-5	1.746E-5	1.683E-5	2.166E-5	2.354E-5	1.735E-5	3.229E-5	1.649E-5	2.165E-5	4.12E-5	3.565E-5	2.389E-5	1.769E-5	1.13E-5	1.349E-5	1.318E-5	2.686E-5	2.595E-5	1.0115E-4	1.2874E-4	8.023E-5	3.537E-5
sandbar		1.8046E-4	1.4661E-4	1.7249E-4	3.9652E-4	3.0722E-4	1.5652E-4	9.365E-5	1.1416E-4	6.768E-5	9.318E-5	8.795E-5	6.43E-5	1.1145E-4	8.454E-5	1.0956E-4	4.8134E-4	1.3247E-4	2.0355E-4	1.6161E-4	1.1518E-4	1.7428E-4	5.1002E-4	1.541E-4	2.406E-4	3.2115E-4	3.6607E-4	1.7205E-4	5.895E-5	2.5176E-4	9.276E-5	1.8108E-4	8.272E-5	1.0202E-4	1.0029E-4	9.25E-5	1.1822E-4	8.52E-5	1.6394E-4	3.3409E-4	2.3675E-4
dorm_room		5.045E-5	4.675E-5	5.413E-5	8.89E-5	5.617E-5	2.607E-5	1.276E-5	7.73E-6	8.6E-6	1.669E-5	4.25E-6	6.23E-6	8.57E-6	6.94E-6	9.53E-6	1.26E-5	1.133E-5	1.026E-5	6.64E-6	6.61E-6	7.78E-6	1.052E-5	1.129E-5	9.27E-6	1.257E-5	2.751E-5	2.713E-5	3.376E-5	2.429E-5	1.487E-5	1.575E-5	1.713E-5	2.938E-5	1.483E-5	2.715E-5	2.603E-5	1.0757E-4	2.2316E-4	6.476E-5	5.074E-5
trench		0.01240821	0.01065399	0.01105537	0.0146949	0.01958371	0.0153364	0.02449246	0.0184165	0.0090237	0.01733021	0.01954886	0.01024044	0.01667707	0.01353668	0.0214902	0.00677543	0.02277575	0.00941668	0.00363785	0.00576248	0.00393533	0.00356746	0.00620125	0.00506217	0.00489365	0.00728114	0.00318383	0.0034932	0.00387627	0.00258352	0.00450752	0.00349966	0.00413997	0.00686747	0.00565619	0.00363326	0.00383376	0.00599192	0.00844008	0.00336956
skyscraper		0.00170943	0.00113558	7.5329E-4	9.3473E-4	0.00527771	0.00236205	0.00188717	0.0034611	0.00144793	7.3783E-4	9.904E-4	9.8846E-4	0.00163981	0.00186139	0.00264645	0.00265349	0.0021391	0.00187308	0.00166609	0.0024337	0.0012891	0.00168483	0.00213472	0.00235231	0.00317874	0.00233441	0.00222499	0.00225332	0.00232564	0.00344116	0.00267632	0.00328341	0.00349022	0.00326657	0.00528066	0.00292805	0.00336007	0.00409536	0.00483225	0.0036035
wind_farm		6.413E-5	6.881E-5	3.892E-5	1.1586E-4	6.855E-5	8.3E-5	4.563E-5	5.335E-5	5.447E-5	7.254E-5	6.336E-5	4.015E-5	4.347E-5	5.936E-5	1.1768E-4	7.63E-5	1.6652E-4	8.845E-5	1.6285E-4	1.7629E-4	7.501E-5	6.102E-5	8.396E-5	1.0631E-4	9.775E-5	1.222E-4	2.2711E-4	2.4035E-4	1.9206E-4	2.0145E-4	5.3932E-4	2.9393E-4	3.9236E-4	1.1822E-4	1.4092E-4	1.0441E-4	1.5241E-4	2.0652E-4	1.5161E-4	2.0546E-4
assembly_line		3.142E-5	2.905E-5	1.234E-5	1.516E-5	2.078E-5	1.198E-5	7.72E-6	5.49E-6	7.62E-6	8.32E-6	4.69E-6	5.7E-6	6.65E-6	6.57E-6	8.46E-6	4.64E-6	7.99E-6	4.8E-6	5.13E-6	5.47E-6	4.99E-6	6.87E-6	5.71E-6	4.99E-6	1.168E-5	1.104E-5	1.959E-5	2.887E-5	1.925E-5	1.101E-5	1.204E-5	1.215E-5	8.23E-6	8.11E-6	8.17E-6	8.54E-6	3.022E-5	3.497E-5	4.249E-5	3.372E-5
amphitheater		0.00593004	0.00389364	0.00237077	0.00249496	0.00184442	0.00292564	0.00339043	0.00348882	0.0034944	0.00264834	0.00228629	0.00174207	0.00569813	0.01209291	0.00570283	0.00302059	0.00146503	0.00135206	0.0017822	0.00121148	0.00157504	8.3109E-4	0.00109013	0.00263173	0.00211838	6.1671E-4	0.00205046	8.6854E-4	6.6533E-4	7.9045E-4	7.6193E-4	0.00199772	7.0792E-4	0.00152394	0.00206933	0.00223112	0.00366685	0.00222871	0.00489551	0.03458176
canyon		0.00158729	0.00125531	0.00113916	0.00158502	0.00103745	0.00178708	0.00212242	0.00295484	0.0018263	0.00198857	0.00133172	0.00172429	0.00112485	7.8206E-4	0.00162468	0.00171949	0.00366249	0.00343042	0.00782403	0.00689985	0.00300981	0.00415029	0.00688045	0.0041818	0.00350324	0.00757909	0.00168018	0.00503541	0.00145238	7.7791E-4	0.00125552	7.0261E-4	9.9305E-4	0.00161539	0.00165097	0.00392299	0.00372054	0.00549407	0.00271108	0.00202953
courtyard		0.02358774	0.02582735	0.05382819	0.0306899	0.04460564	0.04200204	0.0485868	0.0445323	0.05277986	0.0296248	0.05640838	0.06930873	0.0655386	0.08327354	0.06190773	0.07808178	0.05584015	0.02699552	0.04525891	0.0335625	0.03906731	0.0507046	0.03273461	0.03882567	0.03967759	0.04754943	0.14063916	0.05063719	0.0511633	0.09063195	0.07112113	0.05979534	0.04021706	0.0779395	0.12959658	0.16172168	0.21447742	0.1904492	0.1331476	0.16958615
orchard		0.27525857	0.3059166	0.22616334	0.31987336	0.25453523	0.4115023	0.3495045	0.45977366	0.18257058	0.33423823	0.30132297	0.3743789	0.23562159	0.20118916	0.28610748	0.33408573	0.36448798	0.33684602	0.30502796	0.34838635	0.3085958	0.27257705	0.2939451	0.20860812	0.21128309	0.32870018	0.3378912	0.36043558	0.2921202	0.28279442	0.24034178	0.2717416	0.18452927	0.09885374	0.08680528	0.05185548	0.06677575	0.07698382	0.04528899	0.0288838
bridge		0.00368277	0.00967493	0.00287533	0.00627448	0.00369588	0.00372969	0.00129741	6.6496E-4	8.089E-4	8.9433E-4	0.00103247	8.7523E-4	0.00110909	0.00126722	8.1208E-4	9.0483E-4	0.00110343	8.7846E-4	7.976E-4	0.0012952	0.00356154	0.0016103	0.00306649	0.00248465	0.00359256	0.00381144	0.00680207	0.00611242	0.00382739	0.00324657	0.00969465	0.01140344	0.01376646	0.01044692	0.01799219	0.0072424	0.00618925	0.00661814	0.04730524	0.03158469
shower		2.0217E-4	1.8947E-4	3.5208E-4	9.1072E-4	0.00520113	0.00286832	7.812E-4	0.00218406	0.00146496	0.0030596	5.8224E-4	7.4597E-4	0.00195147	9.6588E-4	0.00154289	7.1306E-4	0.00150525	9.9877E-4	7.8904E-4	7.9995E-4	8.4334E-4	0.00165952	0.00101456	5.5205E-4	0.00280453	0.0019553	0.00244719	0.00265148	0.00174154	0.00324207	0.00571454	0.0040946	0.00330318	0.00176349	0.00363933	0.00765515	0.01562918	0.00961327	0.00430677	0.00194726
art_gallery		0.00225523	0.0035559	0.00114341	5.8443E-4	3.5775E-4	1.753E-4	8.249E-5	8.151E-5	8.316E-5	1.542E-4	1.0077E-4	1.549E-4	1.4062E-4	1.2016E-4	8.767E-5	1.8034E-4	1.4015E-4	1.32E-4	7.436E-5	4.939E-5	8.56E-5	1.415E-4	1.6962E-4	1.1282E-4	9.553E-5	1.3201E-4	1.7593E-4	1.5247E-4	1.8017E-4	1.0068E-4	1.2206E-4	9.8E-5	1.6935E-4	1.1222E-4	1.5301E-4	2.0271E-4	0.00103899	0.00159825	6.648E-4	5.6245E-4
bookstore		0.00184235	0.00142531	3.7221E-4	1.2943E-4	6.349E-5	2.02E-5	9.67E-6	1.292E-5	1.212E-5	1.983E-5	1.485E-5	1.912E-5	1.887E-5	2.424E-5	2.231E-5	2.341E-5	2.541E-5	1.607E-5	1.109E-5	1.322E-5	2.691E-5	3.545E-5	2.488E-5	2.614E-5	3.857E-5	2.544E-5	3.073E-5	6.591E-5	4.619E-5	2.865E-5	3.941E-5	2.946E-5	1.513E-5	2.118E-5	2.296E-5	1.387E-5	5.289E-5	5.907E-5	5.968E-5	6.224E-5
volcano		0.00145541	0.00149149	9.012E-4	0.00221675	0.00195367	0.00251311	0.0017382	0.00109873	9.5736E-4	0.00178658	5.2272E-4	9.6479E-4	4.8252E-4	8.4694E-4	0.00274938	8.5776E-4	0.00243705	0.00131455	0.00420672	0.00248651	0.00132506	0.00117638	0.00147403	9.2727E-4	0.00109649	0.00267485	6.4555E-4	0.00162946	0.00117651	0.0010407	0.00204489	0.00161944	0.00326704	0.00485565	0.01574486	0.00944461	0.00352883	0.00388106	0.00193819	0.00484551
kitchen		5.734E-5	2.649E-5	2.138E-5	3.701E-5	3.064E-5	2.272E-5	4.44E-6	5.61E-6	7.01E-6	1.079E-5	3.68E-6	4.59E-6	6.33E-6	8.47E-6	1.01E-5	5.12E-6	8.71E-6	4.9E-6	4.51E-6	5.32E-6	6.32E-6	1.077E-5	4.87E-6	4.52E-6	1.197E-5	1.554E-5	2.475E-5	2.103E-5	1.699E-5	1.052E-5	1.183E-5	1.288E-5	7.82E-6	6.69E-6	6.53E-6	1.024E-5	2.859E-5	4.479E-5	3.005E-5	2.586E-5
cemetery		0.00958833	0.02435218	0.01864417	0.04746629	0.1707293	0.07118019	0.02401422	0.06387597	0.05101211	0.06387287	0.06161081	0.08263176	0.11742984	0.05879164	0.09873906	0.05181806	0.07051957	0.08352131	0.10466509	0.06975743	0.03975798	0.06319678	0.10171487	0.10267157	0.06377271	0.12098965	0.11269108	0.1497855	0.10087197	0.07458153	0.10119817	0.09123436	0.09649974	0.10844904	0.22247456	0.288544	0.167241	0.16474698	0.07467629	0.4125617
staircase		0.00225389	0.00431853	0.01202683	0.00442929	0.0056031	0.00503437	0.0011861	0.00261414	0.00175321	0.0010482	0.00171363	0.00253109	0.00514377	0.00240383	0.00297766	0.00200472	0.00222988	0.00200903	0.00130045	0.00309423	0.00178417	0.00144651	0.0020728	0.00232909	0.00292456	0.00220936	0.00423198	0.00395018	0.00424526	0.00273727	0.00506291	0.00274362	0.00151611	0.00143417	0.00143516	0.00123299	0.00766337	0.00922516	0.00174746	0.00162614
construction_site		0.00270236	0.00334133	0.00220545	0.00622691	0.01427308	0.00213243	0.00306292	0.00297681	0.00135416	0.00250488	0.00218747	0.00222039	0.0041796	0.00259175	0.00137525	0.00227054	0.00298226	0.00351742	0.00385752	0.0032348	0.00418116	0.0036671	0.00364375	0.00294963	0.00809004	0.00391687	0.00612173	0.00453741	0.00358668	0.00195483	0.00818509	0.00501953	0.00231034	0.00233518	0.00155125	0.00148749	0.0018195	0.00229507	0.00147603	0.00202046
sea_cliff		1.3451E-4	2.7546E-4	1.5221E-4	1.6946E-4	1.1795E-4	2.54E-4	2.0647E-4	7.14E-5	9.307E-5	9.876E-5	1.3803E-4	5.351E-5	6.904E-5	7.829E-5	7.51E-5	1.3662E-4	8.892E-5	1.8009E-4	1.4469E-4	9.379E-5	9.409E-5	2.1236E-4	1.0358E-4	1.6504E-4	2.1561E-4	3.2066E-4	1.0078E-4	8.086E-5	6.748E-5	7.06E-5	2.2294E-4	7.577E-5	8.507E-5	1.1638E-4	1.1829E-4	2.7043E-4	9.096E-5	1.7318E-4	5.3775E-4	3.0424E-4
bus_interior		2.245E-5	2.61E-5	1.222E-5	1.686E-5	1.089E-5	8.7E-6	1.225E-5	5.7E-6	7.86E-6	9.04E-6	9.09E-6	5.49E-6	1.109E-5	8.93E-6	1.28E-5	7.38E-6	9.84E-6	8.17E-6	5.78E-6	4.63E-6	8.74E-6	7.1E-6	1.008E-5	1.04E-5	1.221E-5	2.211E-5	2.562E-5	3.022E-5	2.223E-5	1.849E-5	4.223E-5	3.964E-5	3.344E-5	2.159E-5	2.982E-5	4.432E-5	2.8054E-4	2.2787E-4	1.3312E-4	6.907E-5
railroad_track		0.00116942	0.00175356	5.9687E-4	8.4753E-4	8.7597E-4	7.8368E-4	0.00115956	0.00113113	0.00185351	9.5808E-4	0.00120269	0.00100373	0.0011266	5.9414E-4	5.4434E-4	0.00108151	0.00122715	0.002143	0.00120445	0.00177757	0.00212967	0.00124547	6.5611E-4	9.222E-4	0.00229584	0.00104472	0.00249728	0.00272884	0.0018564	0.00176899	0.00338878	0.00423815	0.00256842	0.00213533	0.00125406	0.0010125	0.00208836	0.00273304	0.00380268	0.00423426
closet		3.868E-5	1.779E-5	1.413E-5	3.57E-5	7.746E-5	5.818E-5	1.376E-5	2.754E-5	2.468E-5	3.025E-5	8.21E-6	8.42E-6	2.246E-5	1.63E-5	3.127E-5	1.643E-5	4.197E-5	2.956E-5	2.308E-5	3.116E-5	2.05E-5	3.895E-5	1.518E-5	2.085E-5	5.734E-5	6.214E-5	2.992E-5	5.547E-5	3.43E-5	2.493E-5	3.015E-5	2.22E-5	3.632E-5	3.296E-5	3.743E-5	5.38E-5	1.743E-4	2.825E-4	9.319E-5	6.327E-5
swamp		0.04067009	0.01686134	0.02515164	0.03466394	0.03712097	0.01383726	0.00645411	0.0101834	0.00369711	0.00883844	0.00642652	0.00779125	0.00960155	0.00515542	0.01452173	0.02492223	0.02651077	0.01563513	0.02959689	0.03600317	0.02917269	0.05258866	0.01101687	0.01429463	0.04721713	0.03023804	0.01569234	0.01607705	0.03980265	0.02995056	0.04631561	0.01348141	0.04081017	0.03531766	0.01408902	0.01391916	0.01196152	0.01665692	0.00774895	0.00348227
coffee_shop		0.0027826	0.00151274	9.887E-4	9.785E-4	2.0265E-4	1.1061E-4	3.979E-5	5.342E-5	5.649E-5	7.983E-5	3.18E-5	5.039E-5	2.472E-5	5.47E-5	1.1668E-4	1.2554E-4	1.217E-4	6.599E-5	4.219E-5	5.781E-5	5.72E-5	5.989E-5	5.423E-5	1.0736E-4	2.1105E-4	1.2509E-4	1.6622E-4	4.1222E-4	2.7473E-4	1.3265E-4	2.0841E-4	7.96E-5	7.612E-5	6.895E-5	9.435E-5	1.2599E-4	7.4093E-4	5.7983E-4	4.2617E-4	1.779E-4
botanical_garden		0.05356418	0.07789558	0.05727468	0.07805481	0.08597137	0.07973462	0.06643796	0.07212614	0.08780935	0.09633095	0.09089915	0.07796459	0.10946438	0.1247218	0.09773585	0.15873325	0.13296717	0.13134824	0.12811606	0.10758357	0.15444918	0.11977119	0.14041992	0.152889	0.11458745	0.09830104	0.10229201	0.10808608	0.14033315	0.15039021	0.16034304	0.11360209	0.11524328	0.1954222	0.17933984	0.10200039	0.0779136	0.05162139	0.04382518	0.06599492
pagoda		0.00115248	0.00173161	0.00206878	0.00271484	0.00226566	0.00582843	0.0023986	0.00220274	0.00391254	0.00798449	0.00241475	8.397E-4	0.00321484	0.00496366	0.00569745	0.0049856	0.00675961	0.01736941	0.0102365	0.01280806	0.0044087	0.00274618	0.00321145	0.00444685	0.00925005	0.00139092	0.01972683	0.00394575	0.00226274	0.00382431	0.00331767	0.00359209	0.00129288	0.0047019	0.00219544	0.00271196	0.00327456	0.00269953	0.0019328	0.00693773
cathedral_outdoor		5.9006E-4	7.8646E-4	7.5469E-4	0.00193422	0.0024224	0.00176859	0.00202175	0.00162599	0.00201786	6.4621E-4	9.7643E-4	0.00123958	0.00179337	0.00284579	0.00270074	0.00321409	0.00347049	0.002175	0.00326065	0.00254419	0.00162734	0.00156544	0.00202756	0.00181207	0.00250521	0.00207335	0.0052202	0.00258988	0.00175307	0.00266311	0.00166691	0.00224471	0.00284533	0.00292389	0.00283892	0.00300479	0.00194104	0.00259227	0.00249143	0.00389495
fairway		0.03317383	0.0209515	0.06850454	0.04218605	0.03611358	0.02070488	0.02380044	0.0184773	0.02432278	0.03502163	0.03201459	0.02917706	0.02839592	0.04690298	0.0330817	0.02351997	0.01646291	0.01635198	0.02037734	0.0227931	0.02562929	0.0319408	0.01465499	0.0151178	0.0176021	0.05023208	0.01387788	0.02672696	0.02424337	0.02821062	0.0260628	0.03078729	0.01501118	0.01097718	0.01471779	0.01429477	0.00952965	0.01344018	0.03200836	0.0133024
beauty_salon		1.4676E-4	1.4326E-4	7.906E-5	1.1479E-4	6.902E-5	3.032E-5	9.7E-6	1.327E-5	1.472E-5	2.803E-5	9.52E-6	1.42E-5	1.282E-5	1.611E-5	3.145E-5	1.671E-5	3.573E-5	9.62E-6	1.7E-5	1.295E-5	1.448E-5	1.78E-5	1.165E-5	1.376E-5	2.783E-5	3.999E-5	2.739E-5	4.298E-5	5.625E-5	3.639E-5	2.625E-5	1.41E-5	1.367E-5	1.75E-5	2.481E-5	4.381E-5	1.3417E-4	9.873E-5	4.39E-5	4.064E-5
arch		0.01575167	0.03095101	0.05208866	0.17221597	0.1148788	0.09193134	0.01621079	0.00830849	0.00797581	0.00724925	0.00759657	0.01065252	0.01232537	0.00644954	0.01272027	0.02238526	0.0104782	0.0137991	0.01723961	0.014909	0.03351432	0.0430175	0.01867845	0.04948159	0.0975521	0.06856453	0.07680344	0.05221408	0.04198821	0.06571057	0.0628481	0.07043124	0.03252928	0.08515704	0.0617504	0.07077367	0.05493122	0.02436546	0.11770001	0.10949717
river		0.00201627	8.2686E-4	7.8766E-4	0.00116501	0.00154912	0.00108146	5.4399E-4	0.00102329	3.5792E-4	6.4148E-4	4.7144E-4	2.8413E-4	5.6494E-4	3.3605E-4	5.4885E-4	0.00281966	0.00119996	0.0011586	0.00135047	0.00109978	0.00180278	0.00455128	9.3594E-4	0.00142633	0.00145558	0.00114895	7.2768E-4	4.8062E-4	8.1056E-4	8.8551E-4	0.0030168	6.1342E-4	9.7442E-4	0.00183442	0.0012672	0.00119822	8.6966E-4	0.00186983	0.00371394	0.00284067
home_office		4.521E-5	4.167E-5	2.512E-5	7.742E-5	2.569E-5	1.078E-5	2.7E-6	3.93E-6	4.04E-6	8.12E-6	2.95E-6	2.67E-6	2.88E-6	4.79E-6	5.01E-6	3.31E-6	7.2E-6	3.39E-6	3.6E-6	4.22E-6	4.43E-6	7.87E-6	4.22E-6	5.19E-6	7.61E-6	1.909E-5	1.823E-5	2.87E-5	1.506E-5	1.086E-5	9.64E-6	1.175E-5	1.877E-5	1.15E-5	1.489E-5	1.266E-5	5.202E-5	9.959E-5	3.915E-5	2.965E-5
castle		0.21121685	0.14881158	0.1599284	0.17551494	0.1438214	0.27433276	0.26654565	0.15582219	0.18227164	0.09169475	0.16164117	0.17844446	0.14734446	0.20555472	0.22630817	0.24597724	0.27757037	0.25685802	0.24571647	0.21707466	0.18208472	0.21983093	0.272306	0.3213041	0.21374564	0.24732904	0.2776088	0.20341744	0.18796591	0.23126927	0.1549954	0.21470064	0.4249909	0.43439582	0.32879546	0.437932	0.21035387	0.2789062	0.22364418	0.24222602
slum		0.01966582	0.01248135	0.01650199	0.01153567	0.03185036	0.00713806	0.00820513	0.01637418	0.02035067	0.02532775	0.0204759	0.02857575	0.04000622	0.04254254	0.01587024	0.02361136	0.02991695	0.03788908	0.03580083	0.05504731	0.08652824	0.05136003	0.0720923	0.04071428	0.08919806	0.01815032	0.0349598	0.05287515	0.05703431	0.0165758	0.05170677	0.08109694	0.01183308	0.02371848	0.01275551	0.01402451	0.01395251	0.01632352	0.00836139	0.00922278
