forest_road		0.1970006	0.18474376	0.19295439	0.253014	0.23239443	0.21960439	0.285039	0.27660522	0.30422422	0.2353987	0.20506246	0.19720569	0.24725835	0.23203523	0.33674705	0.22067279	0.22508973	0.32444268	0.37040794	0.4228499	0.32156515	0.32070434	0.2509299	0.17365526	0.23022972	0.21431194	0.18938781	0.2496197	0.2141648	0.16862592	0.18705748	0.1491479	0.18925261	0.07627144	0.08706956	0.12393762	0.06890666	0.07395624	0.13294144	0.13676338	0.07045656	0.04978384	0.09646834	0.02730604	0.02106702	0.10251322	0.06966503	0.06121055	0.06074241	0.05598771	0.05678771	0.01671358	0.02102786	0.10929684	0.08268054	0.08109558	0.0578595	0.05203275	0.08087823	0.09701324	0.10931907	0.12539186	0.10675471	0.08837727	0.08714672	0.05396792	0.02454796	0.08234306	0.03804055	0.04147778	0.06745864	0.09389991	0.10627668	0.10752258	0.12253316	0.14554854	0.11813904	0.10263795	0.1099144	0.13642983	0.11305085	0.16750701	0.13623197	0.22431113	0.16213061	0.0856979
dinette_home		1.258E-5	9.68E-6	2.02E-6	4.78E-6	4.64E-6	3.94E-6	3.84E-6	4.12E-6	4.83E-6	2.35E-6	1.96E-6	3.47E-6	1.03E-5	8.39E-6	3.25E-6	5.72E-6	8.49E-6	8.6E-6	1.244E-5	1.52E-5	1.08E-5	5.28E-6	6.12E-6	7.79E-6	6.58E-6	5.83E-6	4.52E-6	7.02E-6	3.22E-6	3.66E-6	4.67E-6	4.48E-6	3.93E-6	4.59E-6	2.79E-6	6.04E-6	4.34E-6	6.39E-6	9.26E-6	5.65E-6	4.41E-6	6.98E-6	7.31E-6	9.6E-6	1.256E-5	7.01E-6	4.96E-6	2.66E-6	3.05E-6	4.33E-6	2.09E-6	2.09E-6	1.65E-6	1.64E-6	1.63E-6	2.51E-6	3.42E-6	6.24E-6	1.63E-6	1.69E-6	4.53E-6	4.57E-6	6.19E-6	2.69E-6	7.29E-6	4.16E-6	6.61E-6	5.14E-6	4.02E-6	5.99E-6	2.53E-6	4.58E-6	5.47E-6	2.74E-6	2.34E-6	2.31E-6	1.95E-6	3.77E-6	2.57E-6	3.67E-6	5.4E-6	4.54E-6	6.34E-6	3.15E-6	2.43E-6	5.51E-6
wheat_field		0.00178271	0.00128073	0.00128567	0.00143716	0.00157317	0.00216993	0.00121416	0.00339579	0.00189731	0.00209253	0.00154801	0.00150318	0.00347334	0.00310013	0.00149294	0.00356083	0.00405592	0.00191958	0.00236704	0.00239197	0.0014413	0.00203198	0.00159591	0.00210617	0.00306482	0.00703715	0.00336319	0.00347494	0.00587647	0.00468622	0.00522696	0.00302701	0.00351544	0.00202202	0.00559808	0.00317216	0.00348415	0.00248079	0.00212633	0.0032891	0.00270019	0.00496242	0.00556913	0.0079505	0.00451535	0.00444289	0.00643449	0.00603476	0.00472953	0.00249158	0.00653807	0.00545468	0.00343411	0.00359003	0.00203385	0.00385614	0.00314795	0.00230614	0.00168531	0.00106734	0.00221593	0.00111292	0.0018136	0.00383245	0.00207196	0.00174755	0.00259551	0.00195233	0.00215352	0.00209988	0.00140925	0.00135553	0.00152566	0.00170284	0.00315598	0.00229579	0.00257137	0.00438625	0.00617873	0.00212133	0.00472327	0.00533749	0.00334327	0.00508754	0.00578543	0.00585599
courthouse		7.7774E-4	0.00353401	0.00201849	0.01629562	0.00760364	0.00481784	0.00225241	0.00260457	0.00675487	0.00135927	0.00188237	9.6579E-4	6.8508E-4	5.9154E-4	9.0543E-4	0.00157354	8.3936E-4	0.0015191	5.6979E-4	0.00116303	0.00127785	3.4366E-4	6.6272E-4	0.00143709	0.00385568	0.00262366	0.00195597	9.5997E-4	0.00145596	0.00173806	0.00230187	0.00136651	6.3593E-4	5.3236E-4	1.9948E-4	4.0612E-4	4.3708E-4	8.318E-5	4.4838E-4	8.812E-5	2.3619E-4	0.00107279	6.3705E-4	4.9044E-4	7.7404E-4	0.0014459	6.4665E-4	0.0012586	3.7609E-4	2.7011E-4	2.3304E-4	2.5949E-4	6.9652E-4	2.5831E-4	3.3017E-4	3.6435E-4	9.0864E-4	8.2654E-4	0.00116602	0.00122694	0.00303349	8.5708E-4	8.2141E-4	0.00102179	0.0010289	7.6134E-4	6.9926E-4	0.00141297	7.0339E-4	0.00249439	4.3974E-4	0.00162302	0.00167195	0.00486508	9.7503E-4	0.001001	3.8217E-4	3.5763E-4	6.2367E-4	8.9186E-4	0.00119964	0.00120749	8.2134E-4	0.00136802	0.00178115	0.00227697
dock		3.757E-5	5.344E-5	4.959E-5	7.112E-5	8.184E-5	7.74E-5	3.333E-5	8.033E-5	6.185E-5	2.171E-5	2.055E-5	4.37E-5	1.3812E-4	1.3952E-4	3.116E-5	5.355E-5	5.652E-5	5.624E-5	6.264E-5	4.694E-5	3.522E-5	1.895E-5	6.252E-5	5.142E-5	1.744E-5	2.106E-5	4.54E-5	2.815E-5	3.921E-5	4.168E-5	5.182E-5	1.6545E-4	1.3175E-4	2.7953E-4	8.497E-5	6.787E-5	2.6461E-4	3.619E-5	2.587E-5	6.474E-5	1.825E-4	1.7504E-4	6.775E-5	1.3537E-4	7.981E-5	8.22E-5	2.553E-5	5.671E-5	2.716E-5	8.479E-5	1.3146E-4	6.657E-5	2.471E-5	1.991E-5	3.201E-5	5.714E-5	3.271E-5	4.866E-5	1.934E-5	1.474E-5	3.909E-5	4.27E-5	8.347E-5	5.425E-5	1.162E-4	4.823E-5	6.252E-5	5.562E-5	1.8086E-4	1.9942E-4	4.129E-5	4.285E-5	1.5833E-4	2.489E-5	2.81E-5	2.717E-5	6.078E-5	1.0356E-4	1.4052E-4	1.1444E-4	1.5173E-4	1.3651E-4	7.774E-5	6.365E-5	7.933E-5	3.0348E-4
marsh		0.0011032	0.00153037	0.00116606	0.00190625	0.00149078	0.00174109	0.00247873	0.00353324	0.00254447	0.00130492	0.0010268	0.00229614	0.0025508	0.00314315	0.00160358	0.0025096	0.00190161	0.00198437	0.00154686	0.00138572	0.00140263	9.7875E-4	0.00312407	0.00191096	0.00192688	0.00292427	0.00291926	0.00124266	0.00177017	0.0030069	0.00252003	0.00547062	0.00621584	0.0176955	0.00747571	0.01011271	0.0151295	0.00209737	0.00149228	0.00300053	0.00329104	0.00440448	0.00241786	0.00600204	0.00387014	0.00499746	0.00308947	0.00945668	0.00546693	0.00895949	0.01659003	0.01052618	0.00672683	0.00521789	0.00265116	0.00392325	0.00215994	0.00311452	0.00136074	0.00101426	0.00406975	0.00167812	0.00144361	0.00151216	0.00235838	0.00188344	0.0016376	0.00248423	0.00199574	0.00519818	0.00200149	8.2604E-4	0.00288569	4.0125E-4	0.00189882	0.00153443	0.00225494	0.00641074	0.0047995	0.00549704	0.00585854	0.00809454	0.00495568	0.00199534	0.00238262	0.00343891
shoe_shop		2.129E-5	1.622E-5	2.447E-5	8.7E-6	2.297E-5	2.401E-5	1.788E-5	1.804E-5	2.084E-5	2.58E-5	2.864E-5	2.546E-5	5.464E-5	4.962E-5	2.575E-5	3.514E-5	4.251E-5	5.473E-5	7.746E-5	8.988E-5	5.551E-5	3.368E-5	3.803E-5	7.752E-5	4.369E-5	5.299E-5	4.662E-5	5.974E-5	2.218E-5	3.054E-5	1.847E-5	2.693E-5	3.647E-5	4.776E-5	2.021E-5	2.444E-5	1.912E-5	2.576E-5	5.688E-5	2.108E-5	2.095E-5	4.03E-5	5.08E-5	8.641E-5	6.471E-5	9.141E-5	6.385E-5	6.049E-5	1.144E-5	3.182E-5	1.792E-5	1.746E-5	1.297E-5	6.89E-6	1.992E-5	2.053E-5	4.956E-5	7.228E-5	1.983E-5	5.5E-6	1.039E-5	1.151E-5	1.118E-5	8.79E-6	1.49E-5	3.107E-5	3.03E-5	2.308E-5	4.827E-5	2.924E-5	2.78E-5	2.734E-5	2.221E-5	2.605E-5	1.476E-5	2.4E-5	1.717E-5	1.09E-5	7.81E-6	5.9E-6	8.19E-6	8.39E-6	8.68E-6	1.117E-5	8.4E-6	1.237E-5
sandbar		3.359E-5	4.469E-5	4.799E-5	5.613E-5	6.589E-5	6.659E-5	1.0051E-4	2.1461E-4	2.3866E-4	1.043E-4	8.38E-5	2.5529E-4	4.3892E-4	2.5411E-4	9.153E-5	1.6054E-4	1.787E-4	1.6932E-4	2.1761E-4	1.2769E-4	1.4945E-4	1.5675E-4	2.7935E-4	1.1827E-4	4.858E-5	6.259E-5	6.265E-5	1.7913E-4	1.154E-4	9.041E-5	9.82E-5	1.2503E-4	2.6825E-4	3.0385E-4	1.559E-4	2.6981E-4	4.6225E-4	1.7415E-4	1.9585E-4	2.6602E-4	3.4299E-4	3.3938E-4	1.81E-4	2.2532E-4	3.6682E-4	1.9015E-4	1.0028E-4	2.1154E-4	1.5369E-4	3.1304E-4	4.979E-4	2.5896E-4	7.824E-5	1.1947E-4	1.6288E-4	7.797E-5	1.4681E-4	6.647E-5	6.201E-5	7.781E-5	2.1601E-4	9.831E-5	2.3571E-4	1.329E-4	3.4379E-4	2.243E-4	2.4601E-4	1.8514E-4	4.522E-4	0.00102487	1.5895E-4	7.353E-5	2.2333E-4	1.5391E-4	9.539E-5	2.7391E-4	1.7673E-4	2.452E-4	3.7392E-4	3.4082E-4	6.8507E-4	3.6365E-4	3.1683E-4	1.5716E-4	1.2159E-4	3.2749E-4
dorm_room		1.197E-5	9.16E-6	1.062E-5	7.85E-6	2.534E-5	2.995E-5	1.058E-5	1.376E-5	1.655E-5	1.642E-5	1.416E-5	2.348E-5	5.178E-5	6.517E-5	2.187E-5	1.865E-5	1.683E-5	2.331E-5	2.946E-5	5.66E-5	2.772E-5	1.687E-5	1.419E-5	2.429E-5	1.624E-5	1.999E-5	1.73E-5	3.583E-5	1.393E-5	3.094E-5	1.543E-5	1.745E-5	2.784E-5	1.868E-5	1.223E-5	2.398E-5	1.304E-5	1.431E-5	2.563E-5	1.107E-5	1.618E-5	2.8E-5	2.703E-5	5.585E-5	5.564E-5	8.115E-5	3.064E-5	3.96E-5	1.004E-5	3.378E-5	1.335E-5	9.35E-6	5.36E-6	5.01E-6	1.075E-5	1.702E-5	3.439E-5	3.905E-5	1.019E-5	5.39E-6	2.508E-5	1.709E-5	1.68E-5	6.31E-6	1.407E-5	1.506E-5	2.439E-5	2.839E-5	2.275E-5	2.054E-5	2.647E-5	1.955E-5	7.12E-6	7.71E-6	3.33E-6	8.17E-6	5.49E-6	5.37E-6	5.55E-6	6.52E-6	9.09E-6	1.982E-5	2.085E-5	1.451E-5	7.92E-6	2.53E-5
trench		0.13100867	0.13323368	0.15659563	0.07870389	0.04890956	0.03478479	0.02829584	0.0261002	0.02991233	0.0283651	0.06130594	0.03612878	0.04179336	0.04436654	0.01416285	0.03757904	0.0586841	0.03434225	0.04201714	0.0383193	0.05866657	0.1148962	0.05534325	0.07917852	0.0447488	0.00896503	0.03252565	0.0593741	0.06003829	0.12195917	0.08211717	0.04163022	0.06196497	0.02949803	0.10596876	0.06760281	0.03171153	0.03492573	0.02297151	0.01998534	0.01960343	0.02066172	0.02469728	0.01736104	0.02839168	0.00779298	0.01405376	0.00476058	0.00251507	0.00433403	0.00767954	0.00317771	0.00306915	0.00212114	0.00192135	0.00319911	0.00184542	0.0038575	0.00171745	0.00112102	0.00494476	0.01066333	0.00982745	0.03064553	0.00558074	0.00932455	0.02620671	0.01763755	0.01261029	0.01219327	0.00374155	0.00433517	0.00291761	0.00279465	0.00617248	0.01347099	0.0160281	0.01032589	0.01216442	0.01292212	0.01875438	0.00786161	0.00612305	0.00826922	0.00447346	0.00376463
skyscraper		0.00444892	0.00381414	0.00549361	0.00420605	0.01086429	0.00794211	0.00448438	0.00555949	0.0056115	0.00365209	0.00359611	0.00330452	0.00172056	0.0018489	0.00224185	0.00365647	0.00132274	0.00171767	0.0013123	0.00245604	0.00260711	0.00185548	0.00222607	0.0026053	0.00502486	0.00473388	0.00504433	0.00176914	0.00443445	0.00161677	0.00296483	0.00867815	0.00234879	0.00147893	4.4886E-4	0.00143182	6.5586E-4	3.1659E-4	0.00103185	2.3292E-4	4.8378E-4	0.00109089	0.00157802	0.00200911	0.0012216	0.00642078	0.00297994	0.00381749	0.00261836	0.00259686	0.00210497	0.00148043	0.00277575	0.00150407	0.00258039	0.00272949	0.00392846	0.00358554	0.00322219	0.00253764	0.0058819	0.00180388	0.0018064	0.00476106	0.00715092	0.00387456	0.00307481	0.00454439	0.00338906	0.00411855	0.00194504	0.00418183	0.00397035	0.00366141	0.00289372	0.00453173	0.00321053	0.00259259	0.00538101	0.00546951	0.00587442	0.00336381	0.00458943	0.0080984	0.00625315	0.03367738
wind_farm		0.05469842	0.00387256	0.00130417	7.5429E-4	8.174E-4	1.1488E-4	2.0941E-4	2.7563E-4	8.2126E-4	2.6179E-4	3.331E-5	8.367E-5	9.221E-5	9.879E-5	8.595E-5	1.1359E-4	8.911E-5	1.2234E-4	1.0453E-4	1.3279E-4	1.793E-4	6.667E-5	1.401E-4	7.669E-5	5.1124E-4	5.183E-5	8.413E-5	1.0321E-4	2.1226E-4	1.8226E-4	2.899E-4	1.3882E-4	7.14E-5	6.039E-5	1.4784E-4	1.1922E-4	2.9266E-4	1.2762E-4	2.1355E-4	8.525E-5	1.6037E-4	1.8376E-4	2.263E-4	1.3803E-4	1.3423E-4	9.842E-5	1.0449E-4	6.687E-5	6.806E-5	9.386E-5	7.179E-5	5.224E-5	4.789E-5	6.424E-5	4.286E-5	8.777E-5	4.538E-5	5.016E-5	9.954E-5	6.966E-5	6.814E-5	5.961E-5	1.0065E-4	1.5208E-4	1.6811E-4	8.533E-5	2.3626E-4	1.142E-4	2.0539E-4	1.5156E-4	9.378E-5	8.964E-5	8.098E-5	6.551E-5	6.756E-5	8.412E-5	5.363E-5	7.204E-5	8.053E-5	5.039E-5	9.081E-5	1.0226E-4	2.3872E-4	7.532E-5	1.6295E-4	3.2435E-4
assembly_line		1.918E-5	1.894E-5	2.439E-5	1.822E-5	1.845E-5	1.079E-5	8.7E-6	9.16E-6	1.32E-5	6.83E-6	7.26E-6	1.922E-5	2.831E-5	3.214E-5	1.147E-5	1.901E-5	1.784E-5	2.478E-5	3.798E-5	4.674E-5	2.391E-5	1.576E-5	2.182E-5	2.729E-5	2.137E-5	2.409E-5	1.889E-5	2.13E-5	9.98E-6	1.954E-5	1.127E-5	2.482E-5	2.054E-5	2.432E-5	1.24E-5	1.949E-5	1.351E-5	1.767E-5	2.721E-5	9.97E-6	7.02E-6	2.932E-5	3.438E-5	3.661E-5	3.576E-5	2.896E-5	1.617E-5	1.883E-5	4.12E-6	9.81E-6	1.33E-5	6.71E-6	4.24E-6	6.41E-6	6.34E-6	9.75E-6	1.596E-5	3.354E-5	9.55E-6	2.85E-6	6.05E-6	6.77E-6	6.58E-6	6.3E-6	1.151E-5	6.31E-6	1.955E-5	1.111E-5	2.185E-5	1.471E-5	6.74E-6	1.027E-5	3.84E-6	3.74E-6	2.42E-6	6.68E-6	4.11E-6	5.83E-6	5.24E-6	5.31E-6	7.07E-6	1.126E-5	1.349E-5	6.45E-6	3.19E-6	1.537E-5
amphitheater		0.00158915	0.00356703	0.004303	0.00152772	0.00217228	0.00223026	0.00261833	0.0023508	0.00164539	0.00157548	0.001344	0.00931742	0.01191313	0.01654973	0.01434732	0.00792223	0.01437772	0.00671147	0.02075665	0.01847643	0.01526714	0.00682366	0.00548799	0.00966828	0.00570433	0.00252558	0.00137221	0.00263806	0.00166887	0.00539352	0.00280143	0.00522425	0.00416083	0.00571829	0.00725343	0.00478173	0.00336537	0.00338884	0.00361499	0.00465437	0.01729449	0.01513549	0.01902382	0.03281186	0.00905781	0.04156508	0.02927429	0.02120999	0.01733364	0.006805	0.019113	0.02175595	0.01349108	0.01022883	0.00757588	0.00580308	0.00809051	0.00465519	0.0025107	0.00139298	7.7749E-4	0.00240706	0.00197269	0.00185332	0.00227838	0.00440726	0.00283493	0.0018471	0.0031893	0.00443106	0.0037535	0.00534983	0.00184022	0.00429922	0.00321138	0.00607597	0.00582652	0.00433976	0.00266775	0.00249386	0.00778371	0.00744062	0.00325369	0.00266704	0.00170194	0.00447427
