building_facade		0.00185742	0.00644658	0.00581361	0.00814178	0.01669375	0.00766268	0.00429995	0.00382639	0.00417404	0.00173177	0.00326037	0.00165951	0.00115524	0.00112943	0.00133966	0.00257605	0.00148754	0.00189444	0.0016514	0.00268556	0.00272095	0.00118247	0.00110794	0.00162741	0.00483393	0.0029388	0.00357811	0.00121562	0.00301462	0.00195004	0.00264005	0.002104	0.00117315	0.00146453	3.8799E-4	9.184E-4	4.7973E-4	1.2565E-4	7.4798E-4	1.056E-4	4.0749E-4	0.00146629	0.00123762	0.00141079	0.00184494	0.00312106	0.00158306	0.00306725	0.00187129	0.00173014	0.0010831	0.00120296	0.00291048	0.00137985	0.00134033	0.00187669	0.00541445	0.0036486	0.00334088	0.00240751	0.00365028	0.00189285	0.00298818	0.00305381	0.00333557	0.00229164	0.00150845	0.00246766	0.00156512	0.00380475	0.00110442	0.00431665	0.00383919	0.005873	0.00218675	0.00237334	0.00217281	0.00200543	0.00376136	0.0045563	0.00443736	0.00383991	0.00576259	0.00894493	0.00457392	0.00311267
restaurant_patio		7.855E-5	1.8776E-4	7.639E-5	1.2934E-4	8.306E-5	3.958E-5	2.955E-5	3.574E-5	5.007E-5	2.09E-5	2.644E-5	9.3E-5	2.453E-4	2.0922E-4	1.0384E-4	1.1166E-4	1.7552E-4	2.0657E-4	3.7303E-4	4.837E-4	3.6509E-4	1.4224E-4	1.9508E-4	3.4812E-4	2.9469E-4	1.5793E-4	9.576E-5	1.563E-4	5.629E-5	1.1201E-4	3.659E-5	6.487E-5	5.89E-5	6.342E-5	3.089E-5	1.0443E-4	5.134E-5	9.417E-5	1.0754E-4	7.923E-5	9.73E-5	2.0955E-4	3.0733E-4	5.3321E-4	3.5963E-4	4.2596E-4	1.971E-4	8.123E-5	2.633E-5	6.042E-5	2.019E-5	2.266E-5	1.314E-5	2.375E-5	2.558E-5	3.249E-5	7.562E-5	9.937E-5	3.049E-5	1.952E-5	4.609E-5	4.771E-5	6.713E-5	2.73E-5	9.658E-5	4.278E-5	5.806E-5	3.559E-5	4.975E-5	5.646E-5	3.737E-5	6.929E-5	1.045E-4	6.659E-5	2.711E-5	3.37E-5	1.494E-5	3.485E-5	3.327E-5	3.857E-5	4.306E-5	8.857E-5	6.104E-5	4.952E-5	2.266E-5	6.69E-5
cafeteria		1.036E-5	1.26E-5	4.96E-6	7.22E-6	1.08E-5	7.13E-6	7.06E-6	6.89E-6	9.06E-6	3.53E-6	3.35E-6	7.93E-6	2.406E-5	2.534E-5	1.327E-5	1.826E-5	2.533E-5	2.778E-5	4.122E-5	4.757E-5	3.136E-5	1.34E-5	1.817E-5	2.638E-5	2.18E-5	1.545E-5	1.065E-5	1.348E-5	4.51E-6	9.56E-6	6.37E-6	8.39E-6	7.43E-6	8.39E-6	5.57E-6	1.28E-5	9.36E-6	1.468E-5	1.84E-5	1.316E-5	1.143E-5	2.446E-5	2.247E-5	3.066E-5	3.837E-5	1.682E-5	1.479E-5	6.01E-6	6.22E-6	1.528E-5	5.56E-6	5.2E-6	3.86E-6	5.02E-6	3.57E-6	5.06E-6	6.48E-6	1.127E-5	3.16E-6	3.39E-6	3.13E-6	6.45E-6	8.87E-6	4.72E-6	1.108E-5	1.138E-5	7.57E-6	8.04E-6	8.45E-6	1.196E-5	5.25E-6	9.43E-6	9.19E-6	4.78E-6	3.43E-6	5.03E-6	3.3E-6	5.24E-6	5.76E-6	6.82E-6	7.01E-6	1.097E-5	6.37E-6	8.12E-6	3.53E-6	6.76E-6
airport_terminal		4.94E-6	4.57E-6	2.23E-6	2.51E-6	7.59E-6	3.42E-6	3.09E-6	3.47E-6	3.36E-6	2.03E-6	1.95E-6	3.0E-6	7.1E-6	1.376E-5	4.34E-6	5.15E-6	4.99E-6	7.86E-6	1.143E-5	1.307E-5	8.01E-6	3.53E-6	6.84E-6	8.08E-6	6.45E-6	6.05E-6	4.69E-6	6.05E-6	1.94E-6	4.32E-6	3.18E-6	4.58E-6	4.55E-6	5.5E-6	3.72E-6	4.45E-6	3.45E-6	6.5E-6	7.34E-6	5.48E-6	3.75E-6	1.235E-5	1.256E-5	1.035E-5	1.393E-5	5.5E-6	4.48E-6	3.13E-6	1.9E-6	7.12E-6	3.96E-6	3.2E-6	1.6E-6	2.26E-6	1.54E-6	2.16E-6	3.5E-6	9.83E-6	1.75E-6	1.2E-6	1.9E-6	2.41E-6	3.16E-6	2.04E-6	2.51E-6	5.54E-6	4.98E-6	3.28E-6	7.78E-6	7.02E-6	2.38E-6	4.87E-6	6.96E-6	2.29E-6	9.6E-7	1.86E-6	1.31E-6	2.94E-6	2.73E-6	3.69E-6	3.31E-6	2.15E-6	2.66E-6	2.53E-6	2.13E-6	7.86E-6
desert_vegetation		0.00603625	0.00205858	0.00208326	0.00109788	0.00110877	0.0040937	0.00482296	0.00728285	0.00516994	0.00520683	0.0022303	0.00251506	0.00719994	0.00567279	0.00477387	0.00564847	0.00848936	0.00758162	0.00702725	0.00381345	0.00512608	0.01034121	0.00695271	0.00828205	0.00670272	0.00291659	0.00420152	0.009629	0.009832	0.01027759	0.00619402	0.00359482	0.00809675	0.00785598	0.01512015	0.0134727	0.01288257	0.0167662	0.01911882	0.01573637	0.01089544	0.00417509	0.00543513	0.00429735	0.00376501	0.00244992	0.00485018	0.00298907	0.00201513	0.00148388	0.00145478	3.2347E-4	5.6252E-4	6.4021E-4	7.8082E-4	6.7426E-4	6.9328E-4	0.00108178	7.0548E-4	3.8468E-4	7.3093E-4	0.00595394	0.00460512	0.00432067	0.00244946	0.00350171	0.00818211	0.00798959	0.0073391	0.00740377	0.00668342	0.00143513	0.00147862	0.00215187	0.00319032	0.00419171	0.00431832	0.00388588	0.00309121	0.00266605	0.00296977	0.00155205	0.00142947	7.8898E-4	7.6523E-4	0.00124817
shopfront		3.487E-5	4.468E-5	4.505E-5	5.172E-5	8.078E-5	3.169E-5	1.727E-5	1.683E-5	3.015E-5	1.249E-5	1.399E-5	2.166E-5	3.706E-5	3.638E-5	2.384E-5	1.681E-5	1.76E-5	3.956E-5	4.739E-5	7.336E-5	3.857E-5	1.287E-5	1.898E-5	4.646E-5	3.941E-5	2.838E-5	3.578E-5	2.792E-5	1.645E-5	1.819E-5	1.236E-5	1.874E-5	1.746E-5	1.685E-5	9.73E-6	1.514E-5	9.9E-6	1.193E-5	3.166E-5	1.114E-5	6.04E-6	3.199E-5	4.317E-5	6.767E-5	4.466E-5	8.463E-5	4.222E-5	4.825E-5	8.65E-6	1.166E-5	1.053E-5	1.014E-5	8.13E-6	4.79E-6	1.425E-5	2.006E-5	5.927E-5	6.396E-5	2.225E-5	6.03E-6	2.261E-5	1.27E-5	1.232E-5	1.76E-5	3.117E-5	1.648E-5	2.618E-5	3.263E-5	3.041E-5	1.721E-5	1.665E-5	2.889E-5	1.264E-5	1.482E-5	5.32E-6	1.411E-5	8.74E-6	9.47E-6	1.504E-5	1.306E-5	1.344E-5	1.526E-5	2.68E-5	5.281E-5	1.66E-5	4.758E-5
ski_slope		1.5759E-4	1.1626E-4	2.468E-5	3.002E-5	2.187E-5	2.367E-5	2.461E-5	4.154E-5	3.377E-5	4.35E-5	8.963E-5	1.7001E-4	1.0576E-4	4.672E-5	8.392E-5	3.368E-5	8.89E-5	7.618E-5	4.364E-5	7.842E-5	6.322E-5	3.798E-5	8.6E-5	5.142E-5	1.0287E-4	1.2414E-4	5.0E-5	4.802E-5	3.089E-5	4.118E-5	3.203E-5	3.843E-5	4.61E-5	3.636E-5	6.844E-5	6.205E-5	1.0356E-4	7.472E-5	1.0601E-4	2.3356E-4	7.222E-5	8.945E-5	7.957E-5	8.706E-5	1.0351E-4	3.132E-5	2.345E-5	3.866E-5	3.314E-5	3.881E-5	7.847E-5	3.127E-5	1.192E-5	5.129E-5	2.826E-5	3.413E-5	5.615E-5	3.168E-5	3.268E-5	2.883E-5	5.047E-5	2.1124E-4	1.3907E-4	4.959E-5	1.6314E-4	6.289E-5	8.57E-5	1.3213E-4	1.3791E-4	4.8082E-4	1.2679E-4	9.056E-5	3.568E-5	5.894E-5	2.704E-5	7.595E-5	3.45E-5	9.259E-5	4.604E-5	1.0192E-4	1.3436E-4	6.916E-5	1.3566E-4	8.368E-5	5.126E-5	5.9E-5
mountain		0.01896713	0.00992577	0.00481294	0.00342175	0.00149783	0.0034833	0.00897776	0.00562638	0.00801278	0.02427728	0.01915521	0.02816548	0.0408178	0.02790928	0.04538954	0.00964231	0.02510775	0.03430068	0.01820743	0.01412942	0.01238214	0.02337797	0.01788492	0.04732524	0.04600646	0.07425625	0.03787392	0.03680361	0.0180938	0.01409444	0.01058881	0.01037764	0.0438357	0.02126673	0.06507932	0.05909584	0.05126716	0.0358326	0.05582757	0.06398319	0.0597379	0.02884088	0.03061789	0.04045709	0.03061618	0.02650511	0.01529024	0.00496591	0.00451148	0.00382065	0.00179093	8.8672E-4	7.1733E-4	0.00240737	0.00263398	0.00216541	0.00182007	0.00211627	0.00181382	0.00125791	0.00245009	0.09098355	0.07453173	0.03350365	0.06395505	0.03849623	0.04035958	0.03868842	0.04535303	0.07097077	0.05122273	0.00584134	0.00652564	0.01339551	0.00860672	0.01076665	0.00447795	0.00335856	0.00251545	0.00415679	0.00239794	7.2322E-4	0.00161519	0.00158453	4.766E-4	0.00130992
bayou		6.6503E-4	8.5485E-4	8.6376E-4	0.00129211	0.00150568	0.00143448	0.00202891	0.00183082	0.00172522	5.754E-4	5.2356E-4	0.00123494	0.00159638	0.00151597	0.0011809	0.00133645	0.0011217	9.3503E-4	0.00119062	8.2987E-4	7.8928E-4	5.8213E-4	0.0010535	9.7893E-4	7.8708E-4	0.00131242	0.00112981	0.00103026	0.00164164	0.00385156	0.00284382	0.00326152	0.00505554	0.01282836	0.0050784	0.00942628	0.00868718	0.00123239	9.5768E-4	0.0035267	0.00267898	0.00186657	0.00158887	0.00320985	0.00253636	0.00271443	0.00189488	0.00490491	0.00439268	0.01429847	0.01859106	0.01290217	0.00568563	0.00200578	0.00193674	0.00443218	0.0020243	0.00260057	0.00132439	0.00126311	0.005004	0.00212075	0.00166101	0.00163368	0.00388522	0.00279857	8.5548E-4	0.00308464	0.00220448	0.00895967	0.00251199	9.7893E-4	0.00655197	4.2752E-4	0.00170323	8.2714E-4	0.00289911	0.01039693	0.00787806	0.01148596	0.00899112	0.00901964	0.00918175	0.0019846	0.00147009	0.00270867
bar		8.541E-5	8.878E-5	6.635E-5	1.338E-4	1.0776E-4	6.927E-5	3.93E-5	4.464E-5	9.035E-5	4.295E-5	2.952E-5	9.117E-5	1.7127E-4	2.226E-4	1.2027E-4	1.2519E-4	8.993E-5	2.0031E-4	2.1317E-4	6.0363E-4	2.7524E-4	1.2175E-4	1.351E-4	2.9234E-4	2.0497E-4	1.9354E-4	1.1488E-4	2.1663E-4	9.324E-5	2.4499E-4	6.667E-5	1.021E-4	1.0781E-4	7.873E-5	4.261E-5	1.0531E-4	5.21E-5	7.379E-5	1.138E-4	6.082E-5	6.542E-5	2.1605E-4	2.558E-4	5.77E-4	4.1805E-4	5.5964E-4	2.2729E-4	1.7453E-4	2.059E-5	5.103E-5	2.29E-5	2.284E-5	2.09E-5	1.185E-5	3.528E-5	4.511E-5	1.5439E-4	1.3743E-4	4.783E-5	2.166E-5	4.235E-5	4.228E-5	5.412E-5	2.935E-5	8.156E-5	6.423E-5	7.272E-5	8.941E-5	5.694E-5	6.45E-5	3.578E-5	3.604E-5	4.369E-5	2.263E-5	1.342E-5	3.572E-5	2.477E-5	2.55E-5	3.558E-5	3.085E-5	3.124E-5	6.325E-5	1.0826E-4	5.91E-5	5.227E-5	2.1247E-4
